,LEMMA_CHILD_1,LEMMA_CHILD_2,LEMMA_CHILD_3,LEMMA_GRAND_PARENT,LEMMA_PARENT
1052,quem,bem,,,jogar
1053,,,,jogar,estar
1054,,,,,jogar
1055,,,,,forçar
1056,ninguém,escalação,haver,,
1057,,,,forçar,escalação
1058,seu,,,,forçar
1059,,,,forçar,haver
1060,porque,escalar,,,forçar
1061,,,,haver,escalar
1062,quem,time,em,forçar,haver
1063,,,,escalar,time
1064,o,,,haver,escalar
1065,São_Paulo,,,haver,escalar
1066,,,,em,São_Paulo
1067,o,,,escalar,em
1068,,,,,forçar
1069,,,,,forçar
1070,ninguém,escalação,haver,,
1071,,,,forçar,escalação
1072,seu,,,,forçar
1073,,,,forçar,haver
1074,porque,escalar,,,forçar
1075,,,,haver,escalar
1076,quem,time,em,forçar,haver
1077,,,,escalar,time
1078,o,,,haver,escalar
1079,São_Paulo,,,haver,escalar
1080,,,,em,São_Paulo
1081,o,,,escalar,em
1082,,,,,forçar
1083,,,,,forçar
1084,ninguém,escalação,haver,,
1085,,,,forçar,escalação
1086,seu,,,,forçar
1087,,,,forçar,haver
1088,porque,escalar,,,forçar
1089,,,,haver,escalar
1090,quem,time,em,forçar,haver
1091,,,,escalar,time
1092,o,,,haver,escalar
1093,São_Paulo,,,haver,escalar
1094,,,,em,São_Paulo
1095,o,,,escalar,em
1096,,,,,forçar
1097,,,,,jogar
1098,,,,,jogar
1099,,,,,jogar
1100,ele,só,não,,
1101,,,,jogar,estar
1102,,,,jogar,estar
1103,porque,não,bem,,jogar
1104,,,,jogar,estar
1105,,,,,jogar
1106,,,,,jogar
1107,,,,,jogar
1108,,,,,jogar
1109,ele,só,não,,
1110,,,,jogar,estar
1111,,,,jogar,estar
1112,porque,não,bem,,jogar
1113,,,,jogar,estar
1114,,,,,jogar
1115,-,achar,,,
1116,,,,,Folha
1117,,,,Folha,achar
1118,,,,Folha,achar
1119,,,,achar,senhor
1120,o,,,Folha,achar
1121,e,o_que,senhor,,Folha
1122,escândalo,,,Folha,achar
1123,,,,de,escândalo
1124,o,de,,achar,de
1125,arbitragem,,,de,escândalo
1126,,,,de,arbitragem
1127,o,carioca,,escândalo,de
1128,,,,de,arbitragem
1129,,,,Folha,achar
1130,,,,árbitro,dois
1131,apenas,,,resolver,árbitro
1132,dois,,,,resolver
1133,árbitro,contar,-,,
1134,podre,,,,resolver
1135,,,,contar,podre
1136,,,,contar,podre
1137,todo,o,,resolver,contar
1138,,,,,resolver
1139,,,,resolver,ter
1140,,,,ter,federação
1141,o,,,resolver,ter
1142,enquanto,federação,70,,resolver
1143,,,,ter,70
1144,mais_de,,,resolver,ter
1145,,,,,resolver
1146,,,,árbitro,dois
1147,apenas,,,resolver,árbitro
1148,dois,,,,resolver
1149,árbitro,contar,-,,
1150,podre,,,,resolver
1151,,,,contar,podre
1152,,,,contar,podre
1153,todo,o,,resolver,contar
1154,,,,,resolver
1155,,,,resolver,ter
1156,,,,ter,federação
1157,o,,,resolver,ter
1158,enquanto,federação,70,,resolver
1159,,,,ter,70
1160,mais_de,,,resolver,ter
1161,,,,,resolver
1162,,,,árbitro,dois
1163,apenas,,,resolver,árbitro
1164,dois,,,,resolver
1165,árbitro,contar,-,,
1166,podre,,,,resolver
1167,,,,contar,podre
1168,,,,contar,podre
1169,todo,o,,resolver,contar
1170,,,,,resolver
1171,,,,resolver,ter
1172,,,,ter,federação
1173,o,,,resolver,ter
1174,enquanto,federação,70,,resolver
1175,,,,ter,70
1176,mais_de,,,resolver,ter
1177,,,,,resolver
1178,,,,precisar,futebol
1179,o,,,,precisar
1180,futebol,seguir,-,,
1181,exemplo,e,apresentar,,precisar
1182,,,,seguir,exemplo
1183,o,de,,precisar,seguir
1184,CPI,,,seguir,exemplo
1185,,,,de,CPI
1186,o,de,,exemplo,de
1187,orçamento,,,de,CPI
1188,,,,de,orçamento
1189,o,,,CPI,de
1190,,,,precisar,seguir
1191,podre,,,precisar,seguir
1192,,,,apresentar,podre
1193,,,,apresentar,podre
1194,todo,o,,seguir,apresentar
1195,,,,,precisar
1196,,,,precisar,futebol
1197,o,,,,precisar
1198,futebol,seguir,-,,
1199,exemplo,e,apresentar,,precisar
1200,,,,seguir,exemplo
1201,o,de,,precisar,seguir
1202,CPI,,,seguir,exemplo
1203,,,,de,CPI
1204,o,de,,exemplo,de
1205,orçamento,,,de,CPI
1206,,,,de,orçamento
1207,o,,,CPI,de
1208,,,,precisar,seguir
1209,podre,,,precisar,seguir
1210,,,,apresentar,podre
1211,,,,apresentar,podre
1212,todo,o,,seguir,apresentar
1213,,,,,precisar
1214,,,,apresentar,dirigir
1215,,,,apresentar,dirigir
1216,se,eu,federação,,apresentar
1217,,,,dirigir,federação
1218,um,,,apresentar,dirigir
1219,,,,,apresentar
1220,dirigir,-,balanço,,
1221,mensal,,,,apresentar
1222,,,,apresentar,balanço
1223,,,,,apresentar
1224,conta,,,,apresentar
1225,,,,liberar,conta
1226,meu,bancário,,apresentar,liberar
1227,,,,liberar,conta
1228,,,,,apresentar
1229,,,,apresentar,dirigir
1230,,,,apresentar,dirigir
1231,se,eu,federação,,apresentar
1232,,,,dirigir,federação
1233,um,,,apresentar,dirigir
1234,,,,,apresentar
1235,dirigir,-,balanço,,
1236,mensal,,,,apresentar
1237,,,,apresentar,balanço
1238,,,,,apresentar
1239,conta,,,,apresentar
1240,,,,liberar,conta
1241,meu,bancário,,apresentar,liberar
1242,,,,liberar,conta
1243,,,,,apresentar
1244,,,,apresentar,dirigir
1245,,,,apresentar,dirigir
1246,se,eu,federação,,apresentar
1247,,,,dirigir,federação
1248,um,,,apresentar,dirigir
1249,,,,,apresentar
1250,dirigir,-,balanço,,
1251,mensal,,,,apresentar
1252,,,,apresentar,balanço
1253,,,,,apresentar
1254,conta,,,,apresentar
1255,,,,liberar,conta
1256,meu,bancário,,apresentar,liberar
1257,,,,liberar,conta
1258,,,,,apresentar
1259,,,,dever,Fifa
1260,o,e,CBF,,dever
1261,,,,dever,Fifa
1262,,,,Fifa,CBF
1263,o,,,dever,Fifa
1264,Fifa,entrar,-,,
1265,de,em,,,dever
1266,sola,,,dever,entrar
1267,,,,entrar,de
1268,caso,e,em,dever,entrar
1269,,,,em,caso
1270,esse,,,entrar,em
1271,,,,entrar,em
1272,federação,,,entrar,em
1273,,,,em,federação
1274,,,,em,federação
1275,,,,em,federação
1276,todo,o,outro,em,em
1277,,,,,dever
1278,,,,ter,maioria
1279,o,de,,,ter
1280,empresa,,,ter,maioria
1281,,,,de,empresa
1282,o,produzir,,maioria,de
1283,,,,empresa,produzir
1284,que,leite,,de,empresa
1285,de,,,empresa,produzir
1286,marca,,,produzir,leite
1287,,,,de,marca
1288,o,interditar,,leite,de
1289,,,,de,marca
1290,,,,ser,comunicar
1291,maioria,ser,-,,
1292,comunicar,,,,ter
1293,não,ontem,sobre,ter,ser
1294,,,,ser,comunicar
1295,liberação,,,ser,comunicar
1296,,,,sobre,liberação
1297,o,de,,comunicar,sobre
1298,produto,,,sobre,liberação
1299,,,,de,produto
1300,o,,,liberação,de
1301,,,,,ter
1302,,,,ter,maioria
1303,o,de,,,ter
1304,empresa,,,ter,maioria
1305,,,,de,empresa
1306,o,produzir,,maioria,de
1307,,,,empresa,produzir
1308,que,leite,,de,empresa
1309,de,,,empresa,produzir
1310,marca,,,produzir,leite
1311,,,,de,marca
1312,o,interditar,,leite,de
1313,,,,de,marca
1314,,,,ser,comunicar
1315,maioria,ser,-,,
1316,comunicar,,,,ter
1317,não,ontem,sobre,ter,ser
1318,,,,ser,comunicar
1319,liberação,,,ser,comunicar
1320,,,,sobre,liberação
1321,o,de,,comunicar,sobre
1322,produto,,,sobre,liberação
1323,,,,de,produto
1324,o,,,liberação,de
1325,,,,,ter
1326,,,,afirmar,presidente
1327,o,de,-,,afirmar
1328,Cooper,,,afirmar,presidente
1329,,,,de,Cooper
1330,o,,,presidente,de
1331,,,,afirmar,presidente
1332,,,,afirmar,presidente
1333,,,,afirmar,presidente
1334,,,,afirmar,presidente
1335,,,,afirmar,presidente
1336,presidente,pretender,-,,
1337,,,,afirmar,pretender
1338,que,distribuir,,,afirmar
1339,leite,em,hoje,afirmar,pretender
1340,c,,,pretender,distribuir
1341,,,,distribuir,leite
1342,posto,,,pretender,distribuir
1343,,,,em,posto
1344,o,de,,distribuir,em
1345,venda,,,em,posto
1346,,,,posto,de
1347,,,,pretender,distribuir
1348,,,,,afirmar
1349,,,,afirmar,presidente
1350,o,de,-,,afirmar
1351,Cooper,,,afirmar,presidente
1352,,,,de,Cooper
1353,o,,,presidente,de
1354,,,,afirmar,presidente
1355,,,,afirmar,presidente
1356,,,,afirmar,presidente
1357,,,,afirmar,presidente
1358,,,,afirmar,presidente
1359,presidente,pretender,-,,
1360,,,,afirmar,pretender
1361,que,distribuir,,,afirmar
1362,leite,em,hoje,afirmar,pretender
1363,c,,,pretender,distribuir
1364,,,,distribuir,leite
1365,posto,,,pretender,distribuir
1366,,,,em,posto
1367,o,de,,distribuir,em
1368,venda,,,em,posto
1369,,,,posto,de
1370,,,,pretender,distribuir
1371,,,,,afirmar
1372,,,,afirmar,presidente
1373,o,de,-,,afirmar
1374,Cooper,,,afirmar,presidente
1375,,,,de,Cooper
1376,o,,,presidente,de
1377,,,,afirmar,presidente
1378,,,,afirmar,presidente
1379,,,,afirmar,presidente
1380,,,,afirmar,presidente
1381,,,,afirmar,presidente
1382,presidente,pretender,-,,
1383,,,,afirmar,pretender
1384,que,distribuir,,,afirmar
1385,leite,em,hoje,afirmar,pretender
1386,c,,,pretender,distribuir
1387,,,,distribuir,leite
1388,posto,,,pretender,distribuir
1389,,,,em,posto
1390,o,de,,distribuir,em
1391,venda,,,em,posto
1392,,,,posto,de
1393,,,,pretender,distribuir
1394,,,,,afirmar
1395,,,,,dizer
1396,Prandi,ainda,estar,,
1397,,,,,dizer
1398,,,,dizer,estar
1399,,,,estar,empresa
1400,o,,,dizer,estar
1401,que,empresa,elaborar,,dizer
1402,norma,,,dizer,estar
1403,,,,elaborar,norma
1404,-,factível,de,estar,elaborar
1405,,,,elaborar,norma
1406,ser,,,elaborar,norma
1407,executar,,,norma,de
1408,para,,,de,ser
1409,solução,,,ser,executar
1410,,,,para,solução
1411,o,ou,minimização,executar,para
1412,,,,para,solução
1413,de,,,para,solução
1414,problema,,,solução,minimização
1415,,,,de,problema
1416,o,-,existente,minimização,de
1417,,,,de,problema
1418,,,,de,problema
1419,local,,,de,problema
1420,,,,em,local
1421,o,,,problema,em
1422,,,,,dizer
1423,,,,,dizer
1424,Prandi,ainda,estar,,
1425,,,,,dizer
1426,,,,dizer,estar
1427,,,,estar,empresa
1428,o,,,dizer,estar
1429,que,empresa,elaborar,,dizer
1430,norma,,,dizer,estar
1431,,,,elaborar,norma
1432,-,factível,de,estar,elaborar
1433,,,,elaborar,norma
1434,ser,,,elaborar,norma
1435,executar,,,norma,de
1436,para,,,de,ser
1437,solução,,,ser,executar
1438,,,,para,solução
1439,o,ou,minimização,executar,para
1440,,,,para,solução
1441,de,,,para,solução
1442,problema,,,solução,minimização
1443,,,,de,problema
1444,o,-,existente,minimização,de
1445,,,,de,problema
1446,,,,de,problema
1447,local,,,de,problema
1448,,,,em,local
1449,o,,,problema,em
1450,,,,,dizer
1451,,,,,dizer
1452,Prandi,ainda,estar,,
1453,,,,,dizer
1454,,,,dizer,estar
1455,,,,estar,empresa
1456,o,,,dizer,estar
1457,que,empresa,elaborar,,dizer
1458,norma,,,dizer,estar
1459,,,,elaborar,norma
1460,-,factível,de,estar,elaborar
1461,,,,elaborar,norma
1462,ser,,,elaborar,norma
1463,executar,,,norma,de
1464,para,,,de,ser
1465,solução,,,ser,executar
1466,,,,para,solução
1467,o,ou,minimização,executar,para
1468,,,,para,solução
1469,de,,,para,solução
1470,problema,,,solução,minimização
1471,,,,de,problema
1472,o,-,existente,minimização,de
1473,,,,de,problema
1474,,,,de,problema
1475,local,,,de,problema
1476,,,,em,local
1477,o,,,problema,em
1478,,,,,dizer
1479,,,,afirmar,ir
1480,,,,ir,Charade
1481,o,,,afirmar,ir
1482,-,Charade,concorrer,,afirmar
1483,em,,,afirmar,ir
1484,faixa,,,ir,concorrer
1485,,,,em,faixa
1486,o,de,,concorrer,em
1487,Suzuki_Swift,e,de,em,faixa
1488,,,,de,Suzuki_Swift
1489,o,,,faixa,de
1490,,,,faixa,de
1491,Twingo,,,faixa,de
1492,,,,de,Twingo
1493,o,-,de,de,de
1494,,,,de,Twingo
1495,Renault,,,de,Twingo
1496,,,,de,Renault
1497,o,,,Twingo,de
1498,,,,afirmar,ir
1499,,,,,afirmar
1500,ir,-,Caparelli,,
1501,,,,,afirmar
1502,,,,,afirmar
1503,,,,afirmar,ir
1504,,,,ir,Charade
1505,o,,,afirmar,ir
1506,-,Charade,concorrer,,afirmar
1507,em,,,afirmar,ir
1508,faixa,,,ir,concorrer
1509,,,,em,faixa
1510,o,de,,concorrer,em
1511,Suzuki_Swift,e,de,em,faixa
1512,,,,de,Suzuki_Swift
1513,o,,,faixa,de
1514,,,,faixa,de
1515,Twingo,,,faixa,de
1516,,,,de,Twingo
1517,o,-,de,de,de
1518,,,,de,Twingo
1519,Renault,,,de,Twingo
1520,,,,de,Renault
1521,o,,,Twingo,de
1522,,,,afirmar,ir
1523,,,,,afirmar
1524,ir,-,Caparelli,,
1525,,,,,afirmar
1526,,,,,afirmar
1527,-,diretor-superintendente,-,,dizer
1528,,,,dizer,Herbert_Berger
1529,de,,,dizer,Herbert_Berger
1530,empresa,,,Herbert_Berger,diretor-superintendente
1531,,,,de,empresa
1532,o,,,diretor-superintendente,de
1533,,,,dizer,Herbert_Berger
1534,Herbert_Berger,aproximar,-,,
1535,,,,dizer,aproximar
1536,,,,aproximar,Charade
1537,o,,,dizer,aproximar
1538,,,,dizer,aproximar
1539,,,,dizer,aproximar
1540,que,Charade,-,,dizer
1541,Honda_Civic,,,dizer,aproximar
1542,,,,de,Honda_Civic
1543,o,,,aproximar,de
1544,tamanho,,,dizer,aproximar
1545,,,,aproximar,em
1546,,,,dizer,aproximar
1547,menos,,,dizer,aproximar
1548,,,,custar,menos
1549,bem,,,aproximar,custar
1550,,,,dizer,aproximar
1551,,,,,dizer
1552,-,diretor-superintendente,-,,dizer
1553,,,,dizer,Herbert_Berger
1554,de,,,dizer,Herbert_Berger
1555,empresa,,,Herbert_Berger,diretor-superintendente
1556,,,,de,empresa
1557,o,,,diretor-superintendente,de
1558,,,,dizer,Herbert_Berger
1559,Herbert_Berger,aproximar,-,,
1560,,,,dizer,aproximar
1561,,,,aproximar,Charade
1562,o,,,dizer,aproximar
1563,,,,dizer,aproximar
1564,,,,dizer,aproximar
1565,que,Charade,-,,dizer
1566,Honda_Civic,,,dizer,aproximar
1567,,,,de,Honda_Civic
1568,o,,,aproximar,de
1569,tamanho,,,dizer,aproximar
1570,,,,aproximar,em
1571,,,,dizer,aproximar
1572,menos,,,dizer,aproximar
1573,,,,custar,menos
1574,bem,,,aproximar,custar
1575,,,,dizer,aproximar
1576,,,,,dizer
1577,-,diretor-superintendente,-,,dizer
1578,,,,dizer,Herbert_Berger
1579,de,,,dizer,Herbert_Berger
1580,empresa,,,Herbert_Berger,diretor-superintendente
1581,,,,de,empresa
1582,o,,,diretor-superintendente,de
1583,,,,dizer,Herbert_Berger
1584,Herbert_Berger,aproximar,-,,
1585,,,,dizer,aproximar
1586,,,,aproximar,Charade
1587,o,,,dizer,aproximar
1588,,,,dizer,aproximar
1589,,,,dizer,aproximar
1590,que,Charade,-,,dizer
1591,Honda_Civic,,,dizer,aproximar
1592,,,,de,Honda_Civic
1593,o,,,aproximar,de
1594,tamanho,,,dizer,aproximar
1595,,,,aproximar,em
1596,,,,dizer,aproximar
1597,menos,,,dizer,aproximar
1598,,,,custar,menos
1599,bem,,,aproximar,custar
1600,,,,dizer,aproximar
1601,,,,,dizer
1602,,,,custar,top
1603,o,de,,,custar
1604,linha,,,custar,top
1605,,,,top,de
1606,top,US$,-,,
1607,mil,,,,custar
1608,,,,US$,mil
1609,30,,,custar,US$
1610,,,,,custar
1611,,,,ser,mudança
1612,o,de,,,ser
1613,local,,,ser,mudança
1614,,,,de,local
1615,o,de,,mudança,de
1616,jogo,,,de,local
1617,dever,,,local,de
1618,,,,jogo,dever
1619,que,acontecer,-,de,jogo
1620,em,em,,jogo,dever
1621,,,,acontecer,em
1622,também,partida,,dever,acontecer
1623,,,,em,partida
1624,o,contra,,acontecer,em
1625,Corinthians,,,em,partida
1626,,,,contra,Corinthians
1627,o,,,partida,contra
1628,,,,jogo,dever
1629,dia,,,dever,acontecer
1630,,,,em,dia
1631,,,,em,dia
1632,o,próximo,17,acontecer,em
1633,,,,em,dia
1634,mudança,determinar,-,,
1635,por,,,,ser
1636,CBF,,,ser,determinar
1637,,,,por,CBF
1638,o,-,ver,determinar,por
1639,,,,por,CBF
1640,,,,CBF,ver
1641,,,,CBF,ver
1642,que,não,garantia,por,CBF
1643,de,,,CBF,ver
1644,segurança,,,ver,garantia
1645,,,,garantia,de
1646,estádio,,,CBF,ver
1647,,,,em,estádio
1648,o,santista,,ver,em
1649,,,,em,estádio
1650,,,,,ser
1651,,,,ser,mudança
1652,o,de,,,ser
1653,local,,,ser,mudança
1654,,,,de,local
1655,o,de,,mudança,de
1656,jogo,,,de,local
1657,dever,,,local,de
1658,,,,jogo,dever
1659,que,acontecer,-,de,jogo
1660,em,em,,jogo,dever
1661,,,,acontecer,em
1662,também,partida,,dever,acontecer
1663,,,,em,partida
1664,o,contra,,acontecer,em
1665,Corinthians,,,em,partida
1666,,,,contra,Corinthians
1667,o,,,partida,contra
1668,,,,jogo,dever
1669,dia,,,dever,acontecer
1670,,,,em,dia
1671,,,,em,dia
1672,o,próximo,17,acontecer,em
1673,,,,em,dia
1674,mudança,determinar,-,,
1675,por,,,,ser
1676,CBF,,,ser,determinar
1677,,,,por,CBF
1678,o,-,ver,determinar,por
1679,,,,por,CBF
1680,,,,CBF,ver
1681,,,,CBF,ver
1682,que,não,garantia,por,CBF
1683,de,,,CBF,ver
1684,segurança,,,ver,garantia
1685,,,,garantia,de
1686,estádio,,,CBF,ver
1687,,,,em,estádio
1688,o,santista,,ver,em
1689,,,,em,estádio
1690,,,,,ser
1691,,,,,ter
1692,vila,,,ficar,olhar
1693,,,,em,vila
1694,o,,,olhar,em
1695,,,,,ter
1696,,,,olhar,receber
1697,quando,bola,,ficar,olhar
1698,,,,receber,bola
1699,o,,,olhar,receber
1700,,,,,ter
1701,-,-,-,,
1702,,,,,ter
1703,olhar,,,,ter
1704,em,receber,trajetória,ter,ficar
1705,,,,olhar,trajetória
1706,seu,,,ficar,olhar
1707,,,,,ter
1708,ser,,,ficar,olhar
1709,,,,ser,surpreender
1710,surpreender,,,olhar,para
1711,não,,,para,ser
1712,,,,,ter
1713,,,,,ter
1714,vila,,,ficar,olhar
1715,,,,em,vila
1716,o,,,olhar,em
1717,,,,,ter
1718,,,,olhar,receber
1719,quando,bola,,ficar,olhar
1720,,,,receber,bola
1721,o,,,olhar,receber
1722,,,,,ter
1723,-,-,-,,
1724,,,,,ter
1725,olhar,,,,ter
1726,em,receber,trajetória,ter,ficar
1727,,,,olhar,trajetória
1728,seu,,,ficar,olhar
1729,,,,,ter
1730,ser,,,ficar,olhar
1731,,,,ser,surpreender
1732,surpreender,,,olhar,para
1733,não,,,para,ser
1734,,,,,ter
1735,,,,levantar,depois
1736,só,,,reclamar,levantar
1737,,,,reclamar,levantar
1738,depois,é_que,cabeça,,reclamar
1739,,,,levantar,cabeça
1740,o,para,,reclamar,levantar
1741,fazer,,,levantar,cabeça
1742,lançamento,,,cabeça,para
1743,,,,fazer,lançamento
1744,um,,,para,fazer
1745,,,,,reclamar
1746,,,,,reclamar
1747,levantar,-,-,,
1748,,,,,reclamar
1749,,,,,reclamar
1750,,,,levantar,depois
1751,só,,,reclamar,levantar
1752,,,,reclamar,levantar
1753,depois,é_que,cabeça,,reclamar
1754,,,,levantar,cabeça
1755,o,para,,reclamar,levantar
1756,fazer,,,levantar,cabeça
1757,lançamento,,,cabeça,para
1758,,,,fazer,lançamento
1759,um,,,para,fazer
1760,,,,,reclamar
1761,,,,,reclamar
1762,levantar,-,-,,
1763,,,,,reclamar
1764,,,,,reclamar
1765,,,,levantar,depois
1766,só,,,reclamar,levantar
1767,,,,reclamar,levantar
1768,depois,é_que,cabeça,,reclamar
1769,,,,levantar,cabeça
1770,o,para,,reclamar,levantar
1771,fazer,,,levantar,cabeça
1772,lançamento,,,cabeça,para
1773,,,,fazer,lançamento
1774,um,,,para,fazer
1775,,,,,reclamar
1776,,,,,reclamar
1777,levantar,-,-,,
1778,,,,,reclamar
1779,,,,,reclamar
1780,,,,,estar
1781,Schwarzenegger,em,,,
1782,HBO,,,,estar
1783,,,,em,HBO
1784,o,,,estar,em
1785,,,,ser,destaque
1786,o,de,,,ser
1787,HBO,,,ser,destaque
1788,,,,de,HBO
1789,o,,,destaque,de
1790,destaque,Exterminador_do_Futuro_2_-_O_Julgamento_Final,-,,
1791,,,,ser,Exterminador_do_Futuro_2_-_O_Julgamento_Final
1792,,,,ser,Exterminador_do_Futuro_2_-_O_Julgamento_Final
1793,,,,ser,Exterminador_do_Futuro_2_-_O_Julgamento_Final
1794,o,inédito,-,,ser
1795,,,,ser,Exterminador_do_Futuro_2_-_O_Julgamento_Final
1796,,,,ser,Exterminador_do_Futuro_2_-_O_Julgamento_Final
1797,ser,,,ser,Exterminador_do_Futuro_2_-_O_Julgamento_Final
1798,,,,em,ser
1799,,,,em,ser
1800,que,Schwarzenegger,robô,Exterminador_do_Futuro_2_-_O_Julgamento_Final,em
1801,,,,ser,robô
1802,um,com,vir,em,ser
1803,aparência,,,ser,robô
1804,humano,,,robô,com
1805,,,,com,aparência
1806,,,,robô,vir
1807,que,de,,ser,robô
1808,futuro,,,robô,vir
1809,,,,de,futuro
1810,o,para,,vir,de
1811,proteger,,,de,futuro
1812,garoto,,,futuro,para
1813,,,,proteger,garoto
1814,um,,,para,proteger
1815,,,,,ser
1816,,,,ser,destaque
1817,o,de,,,ser
1818,HBO,,,ser,destaque
1819,,,,de,HBO
1820,o,,,destaque,de
1821,destaque,Exterminador_do_Futuro_2_-_O_Julgamento_Final,-,,
1822,,,,ser,Exterminador_do_Futuro_2_-_O_Julgamento_Final
1823,,,,ser,Exterminador_do_Futuro_2_-_O_Julgamento_Final
1824,,,,ser,Exterminador_do_Futuro_2_-_O_Julgamento_Final
1825,o,inédito,-,,ser
1826,,,,ser,Exterminador_do_Futuro_2_-_O_Julgamento_Final
1827,,,,ser,Exterminador_do_Futuro_2_-_O_Julgamento_Final
1828,ser,,,ser,Exterminador_do_Futuro_2_-_O_Julgamento_Final
1829,,,,em,ser
1830,,,,em,ser
1831,que,Schwarzenegger,robô,Exterminador_do_Futuro_2_-_O_Julgamento_Final,em
1832,,,,ser,robô
1833,um,com,vir,em,ser
1834,aparência,,,ser,robô
1835,humano,,,robô,com
1836,,,,com,aparência
1837,,,,robô,vir
1838,que,de,,ser,robô
1839,futuro,,,robô,vir
1840,,,,de,futuro
1841,o,para,,vir,de
1842,proteger,,,de,futuro
1843,garoto,,,futuro,para
1844,,,,proteger,garoto
1845,um,,,para,proteger
1846,,,,,ser
1847,réu,,,,determinar
1848,,,,para,réu
1849,,,,para,réu
1850,o,terceiro,-,determinar,para
1851,,,,para,réu
1852,,,,para,réu
1853,,,,para,réu
1854,,,,para,réu
1855,,,,para,réu
1856,,,,réu,Topeira
1857,,,,réu,Topeira
1858,o,-,-,para,réu
1859,,,,réu,Topeira
1860,,,,para,réu
1861,,,,determinar,juiz
1862,o,,,,determinar
1863,para,juiz,pena,,
1864,,,,determinar,pena
1865,um,de,,,determinar
1866,ano,,,determinar,pena
1867,,,,de,ano
1868,20,,,pena,de
1869,,,,,determinar
1870,,,,,negar
1871,,,,,negar
1872,Souza,também,a,,
1873,réu,,,,negar
1874,,,,a,réu
1875,o,,,negar,a
1876,,,,negar,direito
1877,o,de,,,negar
1878,apelar,,,negar,direito
1879,de,em,,direito,de
1880,setença,,,de,apelar
1881,,,,de,setença
1882,o,,,apelar,de
1883,liberdade,,,de,apelar
1884,,,,apelar,em
1885,,,,,negar
1886,,,,estar,três
1887,o,,,,estar
1888,três,preso,desde,,
1889,,,,,estar
1890,30,,,,estar
1891,de,,,estar,desde
1892,julho,,,desde,30
1893,de,,,30,de
1894,93,,,de,julho
1895,,,,julho,de
1896,,,,,estar
1897,antes,batalha,seis,,
1898,,,,começar,antes
1899,bem,de,,,começar
1900,o,,,começar,antes
1901,prever,,,antes,de
1902,,,,o,prever
1903,,,,o,prever
1904,que,se,,de,o
1905,,,,começar,batalha
1906,o,por,,,começar
1907,sucessão,,,começar,batalha
1908,,,,por,sucessão
1909,,,,por,sucessão
1910,o,futuro,em,batalha,por
1911,Fifa,,,por,sucessão
1912,,,,em,Fifa
1913,o,,,sucessão,em
1914,,,,começar,seis
1915,apenas,mês,,,começar
1916,depois,,,começar,seis
1917,de,,,seis,mês
1918,super-acordo,,,mês,depois
1919,,,,de,super-acordo
1920,o,reconduzir,,depois,de
1921,,,,super-acordo,reconduzir
1922,,,,super-acordo,reconduzir
1923,véspera,,,super-acordo,reconduzir
1924,,,,em,véspera
1925,o,de,,reconduzir,em
1926,copa,,,em,véspera
1927,,,,de,copa
1928,o,,,véspera,de
1929,,,,super-acordo,reconduzir
1930,que,-,em,de,super-acordo
1931,,,,reconduzir,brasileiro
1932,o,João_Havelange,,super-acordo,reconduzir
