,R
2998,I
2999,I
3000,I
3001,O
3002,B
3003,I
3004,O
3005,B
3006,I
3007,I
3008,I
3009,I
3010,I
3011,I
3012,I
3013,I
3014,I
3015,I
3016,I
3017,I
3018,I
3019,I
3020,I
3021,B
3022,B
3023,B
3024,O
3025,O
3026,O
3027,O
3028,O
3029,O
3030,B
3031,B
3032,B
3033,B
3034,I
3035,I
3036,I
3037,I
3038,I
3039,I
3040,I
3041,I
3042,I
3043,I
3044,I
3045,I
3046,O
3047,O
3048,O
3049,O
3050,O
3051,O
3052,O
3053,O
3054,O
3055,O
3056,B
3057,I
3058,I
3059,I
3060,I
3061,I
3062,I
3063,I
3064,I
3065,I
3066,I
3067,I
3068,I
3069,I
3070,I
3071,I
3072,I
3073,I
3074,I
3075,O
3076,B
3077,B
3078,I
3079,I
3080,I
3081,I
3082,O
3083,O
3084,B
3085,B
3086,I
3087,O
3088,B
3089,I
3090,I
3091,I
3092,I
3093,I
3094,I
3095,I
3096,O
3097,O
3098,O
3099,O
3100,O
3101,O
3102,B
3103,B
3104,I
3105,I
3106,I
3107,I
3108,I
3109,I
3110,O
3111,B
3112,I
3113,I
3114,I
3115,I
3116,I
3117,I
3118,I
3119,I
3120,I
3121,I
3122,I
3123,I
3124,I
3125,I
3126,I
3127,I
3128,B
3129,B
3130,I
3131,I
3132,I
3133,I
3134,I
3135,I
3136,I
3137,I
3138,I
3139,I
3140,I
3141,I
3142,I
3143,I
3144,I
3145,I
3146,O
3147,O
3148,O
3149,O
3150,O
3151,O
3152,O
3153,O
3154,O
3155,O
3156,O
3157,O
3158,O
3159,O
3160,O
3161,O
3162,O
3163,O
3164,O
3165,O
3166,O
3167,O
3168,O
3169,B
3170,B
3171,I
3172,I
3173,I
3174,I
3175,I
3176,I
3177,I
3178,I
3179,I
3180,I
3181,I
3182,O
3183,B
3184,B
3185,B
3186,B
3187,B
3188,I
3189,I
3190,I
3191,I
3192,I
3193,I
3194,I
3195,I
3196,I
3197,I
3198,I
3199,I
3200,I
3201,I
3202,O
3203,B
3204,I
3205,I
3206,I
3207,I
3208,I
3209,I
3210,I
3211,I
3212,I
3213,I
3214,I
3215,I
3216,I
3217,I
3218,I
3219,I
3220,I
3221,I
3222,O
3223,O
3224,O
3225,O
3226,O
3227,O
3228,O
3229,O
3230,O
3231,O
3232,O
3233,O
3234,O
3235,O
3236,O
3237,O
3238,O
3239,O
3240,O
3241,O
3242,O
3243,O
3244,O
3245,O
3246,O
3247,O
3248,O
3249,O
3250,O
3251,O
3252,O
3253,O
3254,O
3255,O
3256,O
3257,O
3258,O
3259,O
3260,O
3261,O
3262,O
3263,O
3264,B
3265,I
3266,B
3267,O
3268,B
3269,B
3270,I
3271,I
3272,I
3273,I
3274,I
3275,O
3276,O
3277,O
3278,O
3279,O
3280,O
3281,O
3282,O
3283,O
3284,O
3285,O
3286,O
3287,O
3288,O
3289,O
3290,O
3291,O
3292,O
3293,O
3294,O
3295,O
3296,O
3297,O
3298,O
3299,O
3300,O
3301,O
3302,O
3303,O
3304,O
3305,O
3306,O
3307,O
3308,O
3309,O
3310,O
3311,O
3312,O
3313,O
3314,O
3315,O
3316,O
3317,O
3318,O
3319,O
3320,O
3321,O
3322,O
3323,O
3324,O
3325,O
3326,O
3327,O
3328,O
3329,O
3330,O
3331,O
3332,O
3333,O
3334,O
3335,O
3336,O
3337,O
3338,O
3339,O
3340,O
3341,O
3342,O
3343,O
3344,O
3345,O
3346,O
3347,O
3348,O
3349,O
3350,O
3351,B
3352,O
3353,B
3354,B
3355,I
3356,I
3357,I
3358,I
3359,I
3360,I
3361,I
3362,I
3363,I
3364,I
3365,I
3366,I
3367,I
3368,O
3369,O
3370,O
3371,O
3372,O
3373,O
3374,O
3375,O
3376,O
3377,O
3378,O
3379,O
3380,O
3381,O
3382,O
3383,O
3384,O
3385,O
3386,O
3387,O
3388,O
3389,O
3390,O
3391,O
3392,O
3393,O
3394,O
3395,O
3396,O
3397,O
3398,O
3399,O
3400,O
3401,O
3402,O
3403,O
3404,O
3405,O
3406,O
3407,O
3408,O
3409,O
3410,O
3411,O
3412,O
3413,O
3414,O
3415,O
3416,O
3417,O
3418,O
3419,O
3420,O
3421,O
3422,O
3423,O
3424,O
3425,O
3426,O
3427,O
3428,O
3429,O
3430,O
3431,O
3432,O
3433,O
3434,O
3435,O
3436,O
3437,O
3438,O
3439,O
3440,O
3441,O
3442,O
3443,O
3444,O
3445,O
3446,O
3447,O
3448,O
3449,O
3450,O
3451,O
3452,O
3453,O
3454,O
3455,O
3456,O
3457,O
3458,O
3459,O
3460,O
3461,B
3462,B
3463,I
3464,I
3465,O
3466,B
3467,B
3468,I
3469,I
3470,I
3471,I
3472,I
3473,I
3474,O
3475,B
3476,I
3477,B
3478,B
3479,I
3480,I
3481,I
3482,I
3483,I
3484,I
3485,I
3486,I
3487,I
3488,I
3489,I
3490,I
3491,I
3492,I
3493,I
3494,I
3495,I
3496,I
3497,O
3498,B
3499,O
3500,O
3501,B
3502,B
3503,O
3504,O
3505,O
3506,O
3507,O
3508,O
3509,O
3510,O
3511,O
3512,O
3513,O
3514,O
3515,O
3516,O
3517,O
3518,O
3519,O
3520,O
3521,O
3522,O
3523,O
3524,O
3525,O
3526,O
3527,O
3528,O
3529,O
3530,O
3531,O
3532,O
3533,O
3534,O
3535,O
3536,O
3537,O
3538,B
3539,B
3540,I
3541,I
3542,B
3543,O
3544,O
3545,O
3546,O
3547,O
3548,O
3549,O
3550,O
3551,O
3552,O
3553,O
3554,O
3555,O
3556,O
3557,O
3558,O
3559,O
3560,O
3561,O
3562,O
3563,O
3564,O
3565,O
3566,O
3567,O
3568,O
3569,O
3570,O
3571,O
3572,B
3573,B
3574,B
3575,I
3576,I
3577,I
3578,I
3579,I
3580,I
3581,O
3582,O
3583,O
3584,O
3585,O
3586,O
3587,O
3588,O
3589,O
3590,O
3591,O
3592,O
3593,O
3594,O
3595,O
3596,O
3597,O
3598,O
3599,O
3600,O
3601,O
3602,O
3603,O
3604,O
3605,O
3606,B
3607,B
3608,B
3609,O
3610,O
3611,O
3612,O
3613,O
3614,O
3615,O
3616,B
3617,B
3618,I
3619,B
3620,B
3621,O
3622,O
3623,O
3624,O
3625,O
3626,O
3627,O
3628,O
3629,O
3630,O
3631,O
3632,O
3633,O
3634,O
3635,B
3636,O
3637,B
3638,I
3639,I
3640,I
3641,I
3642,I
3643,I
3644,O
3645,O
3646,O
3647,B
3648,B
3649,I
3650,I
3651,I
3652,I
3653,I
3654,I
3655,O
3656,O
3657,O
3658,O
3659,O
3660,O
3661,O
3662,O
3663,O
3664,O
3665,O
3666,O
3667,O
3668,O
3669,O
3670,O
3671,O
3672,O
3673,B
3674,B
3675,B
3676,I
3677,I
3678,O
3679,O
3680,O
3681,O
3682,O
3683,O
3684,B
3685,B
3686,B
3687,I
3688,O
3689,O
3690,O
3691,O
3692,O
3693,O
3694,O
3695,O
3696,O
3697,O
3698,O
3699,O
3700,O
3701,O
3702,O
3703,O
3704,O
3705,O
3706,O
3707,O
3708,O
3709,O
3710,B
3711,I
3712,I
3713,I
3714,I
3715,I
3716,I
3717,I
3718,I
3719,B
3720,B
3721,I
3722,I
3723,I
3724,I
3725,I
3726,I
3727,O
3728,O
3729,O
3730,O
3731,O
3732,O
3733,O
3734,O
3735,O
3736,O
3737,O
3738,O
3739,O
3740,O
3741,O
3742,O
3743,O
3744,O
3745,O
3746,O
3747,O
3748,O
3749,O
3750,O
3751,O
3752,O
3753,O
3754,O
3755,O
3756,O
3757,O
3758,O
3759,O
3760,O
3761,O
3762,O
3763,O
3764,O
3765,O
3766,B
3767,B
3768,I
3769,I
3770,I
3771,O
3772,O
3773,O
3774,O
3775,O
3776,O
3777,O
3778,O
3779,B
3780,B
3781,B
3782,I
3783,I
3784,I
3785,I
3786,I
3787,I
3788,B
3789,I
3790,I
3791,I
3792,I
3793,I
3794,I
3795,I
3796,I
3797,I
3798,I
3799,I
3800,I
3801,I
3802,I
3803,I
3804,O
3805,O
3806,O
3807,O
3808,O
3809,O
3810,O
3811,O
3812,O
3813,O
3814,O
3815,O
3816,O
3817,O
3818,O
3819,O
3820,O
3821,O
3822,O
3823,B
3824,B
3825,I
3826,I
3827,I
3828,I
3829,I
3830,I
3831,I
3832,I
3833,I
3834,I
3835,I
3836,I
3837,O
3838,O
3839,O
3840,O
3841,O
3842,O
3843,O
3844,O
3845,O
3846,B
3847,B
3848,I
3849,I
3850,I
3851,I
3852,O
3853,B
3854,I
3855,I
3856,O
3857,B
3858,I
3859,O
3860,O
3861,O
3862,O
3863,O
3864,O
3865,O
3866,O
3867,O
3868,O
3869,O
3870,O
3871,O
3872,O
3873,O
3874,O
3875,O
3876,O
3877,O
3878,O
3879,O
3880,O
3881,B
3882,I
3883,I
3884,O
3885,B
3886,I
3887,B
3888,B
3889,I
3890,I
3891,I
3892,I
3893,O
3894,B
3895,O
3896,B
3897,I
3898,I
3899,B
3900,B
3901,B
3902,B
3903,I
3904,I
3905,I
3906,I
3907,I
3908,I
3909,I
3910,I
3911,I
3912,I
3913,O
3914,B
3915,I
3916,I
3917,I
3918,I
3919,I
3920,I
3921,I
3922,I
3923,I
3924,O
3925,B
3926,B
3927,I
3928,I
3929,B
3930,I
3931,I
3932,I
3933,I
3934,I
3935,O
3936,B
3937,B
3938,B
3939,I
3940,I
3941,I
3942,I
3943,I
3944,I
3945,I
3946,I
3947,O
3948,B
3949,I
3950,I
3951,I
3952,I
3953,I
3954,I
3955,I
3956,O
3957,B
3958,B
3959,I
3960,I
3961,I
3962,I
3963,O
3964,B
3965,B
3966,B
3967,I
3968,I
3969,I
3970,I
3971,I
3972,I
3973,O
3974,B
3975,I
3976,I
3977,I
3978,I
3979,I
3980,I
3981,I
3982,O
3983,B
3984,I
3985,I
3986,I
3987,O
3988,B
3989,B
3990,I
3991,I
3992,I
3993,I
3994,I
3995,I
3996,I
3997,O
3998,O
3999,O
4000,O
4001,O
4002,O
4003,O
4004,O
4005,O
4006,O
4007,B
4008,I
4009,O
4010,O
4011,B
4012,B
4013,I
4014,I
4015,I
4016,I
4017,I
4018,I
4019,I
4020,I
4021,I
4022,O
4023,B
4024,I
4025,I
4026,I
4027,I
4028,O
4029,B
4030,B
4031,I
4032,I
4033,B
4034,I
4035,B
4036,I
4037,I
4038,I
4039,I
4040,I
4041,I
4042,I
4043,O
4044,B
4045,I
4046,I
4047,I
4048,O
4049,B
4050,I
4051,I
4052,B
4053,B
4054,I
4055,I
4056,I
4057,I
4058,I
4059,I
4060,O
4061,B
4062,B
4063,I
4064,I
4065,I
4066,I
4067,I
4068,I
4069,O
4070,O
4071,O
4072,O
4073,O
4074,O
4075,O
4076,O
4077,O
4078,O
4079,O
4080,O
4081,O
4082,O
4083,O
4084,O
4085,O
4086,O
4087,B
4088,B
4089,B
4090,O
4091,O
4092,B
4093,B
4094,I
4095,I
4096,O
4097,O
4098,O
4099,O
4100,O
4101,O
4102,O
4103,O
4104,O
4105,O
4106,O
4107,O
4108,O
4109,O
4110,O
4111,O
4112,O
4113,O
4114,O
4115,O
4116,O
4117,O
4118,O
4119,O
4120,O
4121,O
4122,O
4123,O
4124,O
4125,O
4126,O
4127,O
4128,O
4129,B
4130,I
4131,I
4132,I
4133,I
4134,O
4135,B
4136,I
4137,I
4138,I
4139,I
4140,B
4141,B
4142,I
4143,I
4144,B
4145,I
4146,I
4147,I
4148,I
4149,I
4150,I
4151,I
4152,I
4153,I
4154,I
4155,I
4156,I
4157,I
4158,I
4159,I
4160,I
4161,I
4162,I
4163,I
4164,I
4165,I
4166,O
4167,O
4168,O
4169,O
4170,O
4171,O
4172,O
4173,O
4174,O
4175,O
4176,O
4177,O
4178,O
4179,O
4180,B
4181,I
4182,O
4183,B
4184,B
4185,I
4186,I
4187,I
4188,I
4189,I
4190,I
4191,I
4192,I
4193,I
4194,I
4195,I
4196,I
4197,I
4198,I
4199,I
4200,I
4201,I
4202,I
4203,I
4204,O
4205,O
4206,O
4207,O
4208,O
4209,O
4210,O
4211,O
4212,O
4213,O
4214,O
4215,O
4216,O
4217,O
4218,O
4219,O
4220,O
4221,O
4222,O
4223,B
4224,B
4225,B
4226,I
4227,B
4228,I
4229,I
4230,I
4231,I
4232,I
4233,I
4234,I
4235,I
4236,I
4237,I
4238,I
4239,I
4240,I
4241,I
4242,O
4243,O
4244,O
4245,O
4246,O
4247,O
4248,O
4249,O
4250,O
4251,O
4252,O
4253,O
4254,O
4255,O
4256,O
4257,O
4258,O
4259,O
4260,O
4261,O
4262,O
4263,O
4264,O
4265,O
4266,O
4267,O
4268,B
4269,B
4270,B
4271,I
4272,I
4273,I
4274,I
4275,I
4276,O
4277,O
4278,O
4279,B
4280,O
4281,B
4282,I
4283,I
4284,I
4285,I
4286,I
4287,I
4288,I
4289,O
4290,B
4291,I
4292,O
4293,B
4294,B
4295,I
4296,I
4297,I
4298,I
4299,I
4300,O
4301,O
4302,O
4303,O
4304,O
4305,O
4306,O
4307,O
4308,O
4309,O
4310,O
4311,O
4312,O
4313,O
4314,O
4315,O
4316,O
4317,O
4318,B
4319,I
4320,B
4321,B
4322,I
4323,O
4324,O
4325,O
4326,O
4327,B
4328,I
4329,I
4330,I
4331,I
4332,I
4333,I
4334,I
4335,I
4336,I
4337,I
4338,I
4339,I
4340,I
4341,I
4342,I
4343,I
4344,I
4345,I
4346,O
4347,B
4348,B
4349,O
4350,O
4351,O
4352,O
4353,O
4354,B
4355,B
4356,I
4357,O
4358,O
4359,O
4360,O
4361,O
4362,O
4363,O
4364,O
4365,O
4366,O
4367,O
4368,O
4369,O
4370,O
4371,O
4372,O
4373,O
4374,O
4375,O
4376,O
4377,O
4378,O
4379,B
4380,B
4381,I
4382,I
4383,I
4384,I
4385,I
4386,B
4387,B
4388,B
4389,I
4390,I
4391,I
4392,I
4393,I
4394,I
4395,I
4396,O
4397,O
4398,O
4399,O
4400,O
4401,O
4402,O
4403,O
4404,O
4405,O
4406,O
4407,O
4408,O
4409,O
4410,O
4411,O
4412,O
4413,O
4414,O
4415,O
4416,O
4417,O
4418,O
4419,O
4420,O
4421,B
4422,B
4423,B
4424,I
4425,O
4426,O
4427,O
4428,O
4429,O
4430,O
4431,O
4432,O
4433,O
4434,O
4435,O
4436,O
4437,O
4438,O
4439,O
4440,O
4441,O
4442,O
4443,O
4444,O
4445,O
4446,O
4447,O
4448,O
4449,O
4450,O
4451,O
4452,O
4453,O
4454,O
4455,B
4456,I
4457,I
4458,I
4459,B
4460,B
4461,I
4462,I
4463,I
4464,I
4465,O
4466,O
4467,O
4468,O
4469,O
4470,O
4471,O
4472,O
4473,O
4474,O
4475,O
4476,O
4477,O
4478,O
4479,O
4480,O
4481,O
4482,O
4483,O
4484,O
4485,O
4486,O
4487,O
4488,O
4489,B
4490,B
4491,I
4492,B
4493,I
4494,O
4495,B
4496,B
4497,O
4498,B
4499,I
4500,I
4501,O
4502,O
4503,O
4504,O
4505,O
4506,O
4507,O
4508,O
4509,O
4510,O
4511,O
4512,O
4513,O
4514,O
4515,O
4516,O
4517,O
4518,O
4519,O
4520,O
4521,O
4522,O
4523,O
4524,O
4525,O
4526,B
4527,B
4528,O
4529,B
4530,I
4531,I
4532,I
4533,I
4534,I
4535,I
4536,I
4537,I
4538,I
4539,I
4540,I
4541,I
4542,O
4543,B
4544,I
4545,B
4546,B
4547,I
4548,I
4549,I
4550,I
4551,I
4552,I
4553,I
4554,I
4555,I
4556,B
4557,I
4558,I
4559,I
4560,I
4561,I
4562,O
4563,O
4564,O
4565,O
4566,O
4567,O
4568,O
4569,B
4570,B
4571,B
4572,B
4573,I
4574,I
4575,O
4576,O
4577,O
4578,O
4579,O
4580,O
4581,O
4582,O
4583,O
4584,O
4585,O
4586,O
4587,O
4588,O
4589,O
4590,O
4591,O
4592,O
4593,O
4594,O
4595,O
4596,O
4597,O
4598,B
4599,I
4600,B
4601,B
4602,O
4603,B
4604,I
4605,O
4606,B
4607,B
4608,I
4609,I
4610,I
4611,I
4612,I
4613,I
4614,I
4615,I
4616,I
4617,O
4618,O
4619,O
4620,O
4621,O
4622,O
4623,O
4624,O
4625,O
4626,O
4627,B
4628,O
4629,B
4630,B
4631,B
4632,O
4633,B
4634,B
4635,I
4636,B
4637,I
4638,I
4639,B
4640,B
4641,I
4642,I
4643,I
4644,I
4645,I
4646,I
4647,I
4648,I
4649,I
4650,I
4651,I
4652,I
4653,I
4654,I
4655,I
4656,I
4657,I
4658,I
4659,O
4660,O
4661,O
4662,O
4663,O
4664,O
4665,B
4666,I
4667,B
4668,O
4669,B
4670,O
4671,B
4672,B
4673,I
4674,I
4675,I
4676,I
4677,I
4678,I
4679,I
4680,I
4681,I
4682,O
4683,O
4684,O
4685,O
4686,O
4687,O
4688,O
4689,O
4690,O
4691,O
4692,O
4693,O
4694,O
4695,O
4696,B
4697,B
4698,I
4699,B
4700,I
4701,I
4702,I
4703,I
4704,I
4705,I
4706,O
4707,O
4708,O
4709,O
4710,O
4711,B
4712,B
4713,O
4714,O
4715,O
4716,O
4717,B
4718,I
4719,I
4720,O
4721,O
4722,O
4723,O
4724,O
4725,O
4726,O
4727,O
4728,B
4729,B
4730,O
4731,B
4732,I
4733,I
4734,O
4735,O
4736,O
4737,O
4738,O
4739,O
4740,O
4741,O
4742,O
4743,O
4744,O
4745,O
4746,B
4747,B
4748,O
4749,O
4750,B
4751,I
4752,I
4753,I
4754,I
4755,B
4756,B
4757,B
4758,I
4759,I
4760,I
4761,B
4762,I
4763,I
4764,I
4765,I
4766,O
4767,B
4768,B
4769,I
4770,I
4771,I
4772,O
4773,O
4774,O
4775,O
4776,O
4777,O
4778,O
4779,O
4780,O
4781,O
4782,O
4783,O
4784,O
4785,O
4786,O
4787,B
4788,B
4789,I
4790,I
4791,B
4792,I
4793,I
4794,O
4795,O
4796,O
4797,O
4798,O
4799,O
4800,O
4801,O
4802,O
4803,O
4804,O
4805,O
4806,O
4807,O
4808,B
4809,I
4810,I
4811,I
4812,I
4813,I
4814,I
4815,I
4816,I
4817,I
4818,B
4819,B
4820,O
4821,B
4822,B
4823,B
4824,I
4825,I
4826,I
4827,I
4828,B
4829,I
4830,I
4831,I
4832,B
4833,B
4834,B
4835,I
4836,I
4837,I
4838,I
4839,O
4840,B
4841,I
4842,I
4843,I
4844,I
4845,I
4846,O
4847,O
4848,O
4849,O
4850,O
4851,O
4852,O
4853,O
4854,O
4855,B
4856,O
4857,B
4858,B
4859,B
4860,B
4861,B
4862,O
4863,O
4864,O
4865,B
4866,B
4867,B
4868,B
4869,I
4870,I
4871,O
4872,O
4873,O
4874,O
4875,O
4876,O
4877,O
4878,O
4879,O
4880,O
4881,B
4882,B
4883,O
4884,B
4885,I
4886,I
4887,I
4888,I
4889,I
4890,I
4891,I
4892,O
4893,B
4894,B
4895,I
4896,I
4897,I
4898,I
4899,I
4900,I
4901,O
4902,B
4903,I
4904,I
4905,O
4906,B
4907,B
4908,I
4909,I
4910,B
4911,I
4912,I
4913,B
4914,I
4915,I
4916,O
4917,B
4918,B
4919,B
4920,I
4921,I
4922,I
4923,I
4924,I
4925,I
4926,I
4927,I
4928,O
4929,O
4930,B
4931,B
4932,B
4933,O
4934,O
4935,B
4936,B
4937,B
4938,I
4939,I
4940,O
4941,O
4942,O
4943,O
4944,O
4945,O
4946,O
4947,B
4948,I
4949,I
4950,I
4951,I
4952,I
4953,I
4954,I
4955,I
4956,O
4957,O
4958,B
4959,O
4960,B
4961,B
4962,B
4963,I
4964,I
4965,I
4966,I
4967,O
4968,B
4969,I
4970,I
4971,I
4972,I
4973,I
4974,O
4975,O
4976,O
4977,O
4978,O
4979,O
4980,O
4981,O
4982,O
4983,B
4984,B
4985,B
4986,I
4987,I
4988,I
4989,O
4990,B
4991,B
4992,B
4993,I
4994,I
4995,I
4996,I
4997,I
4998,I
4999,I
5000,O
5001,O
5002,O
5003,O
5004,B
5005,I
5006,B
5007,B
5008,B
5009,I
5010,I
5011,O
5012,B
5013,B
5014,B
5015,B
5016,I
5017,I
5018,B
5019,I
5020,I
5021,O
5022,B
5023,I
5024,I
5025,I
5026,I
5027,B
5028,I
5029,I
5030,I
5031,I
5032,I
5033,I
5034,I
5035,I
5036,I
5037,B
5038,B
5039,B
5040,O
5041,B
5042,I
5043,I
5044,I
5045,I
5046,I
5047,I
5048,I
5049,I
5050,I
5051,I
5052,I
5053,I
5054,I
5055,I
5056,I
5057,I
5058,I
5059,I
5060,I
5061,I
5062,I
5063,I
5064,I
5065,I
5066,I
5067,I
5068,I
5069,I
5070,I
5071,I
5072,I
5073,I
5074,I
5075,I
5076,I
5077,I
5078,I
5079,O
5080,O
5081,O
5082,O
5083,O
5084,O
5085,O
5086,O
5087,O
5088,O
5089,O
5090,O
5091,O
5092,O
5093,O
5094,O
5095,B
5096,I
5097,I
5098,B
5099,B
5100,I
5101,I
5102,B
5103,I
5104,I
5105,I
5106,I
5107,I
5108,I
5109,I
5110,I
5111,I
5112,I
5113,I
5114,I
5115,I
5116,I
5117,I
5118,I
5119,I
5120,I
5121,I
5122,I
5123,I
5124,I
5125,I
5126,I
5127,I
5128,I
5129,I
5130,I
5131,I
5132,O
5133,O
5134,O
5135,O
5136,O
5137,O
5138,O
5139,O
5140,O
5141,O
5142,O
5143,O
5144,O
5145,O
5146,O
5147,O
5148,O
5149,O
5150,O
5151,O
5152,O
5153,O
5154,O
5155,O
5156,O
5157,O
5158,O
5159,O
5160,O
5161,B
5162,O
5163,B
5164,B
5165,I
5166,B
5167,I
5168,I
5169,I
5170,I
5171,I
5172,B
5173,I
5174,I
5175,I
5176,I
5177,I
5178,I
5179,I
5180,I
5181,I
5182,I
5183,I
5184,I
5185,O
5186,O
5187,O
5188,O
5189,O
5190,O
5191,O
5192,O
5193,O
5194,O
5195,O
5196,O
5197,O
5198,O
5199,O
5200,O
5201,O
5202,O
5203,O
5204,O
5205,O
5206,O
5207,O
5208,O
5209,O
5210,O
5211,O
5212,O
5213,O
5214,O
5215,O
5216,O
5217,O
5218,O
5219,O
5220,O
5221,O
5222,O
5223,O
5224,O
5225,O
5226,B
5227,B
5228,I
5229,I
5230,I
5231,I
5232,I
5233,I
5234,I
5235,I
5236,I
5237,I
5238,O
5239,B
5240,O
5241,B
5242,B
5243,I
5244,I
5245,I
5246,I
5247,I
5248,I
5249,O
5250,B
5251,I
5252,I
5253,I
5254,I
5255,I
5256,I
5257,I
5258,I
5259,I
5260,I
5261,I
5262,O
5263,B
5264,I
5265,B
5266,B
5267,B
5268,I
5269,I
5270,I
5271,I
5272,I
5273,O
5274,B
5275,I
5276,I
5277,I
5278,I
5279,I
5280,I
5281,I
5282,I
5283,I
5284,B
5285,I
5286,I
5287,I
5288,I
5289,I
5290,I
5291,I
5292,I
5293,O
5294,B
5295,I
5296,I
5297,I
5298,I
5299,I
5300,B
5301,B
5302,I
5303,I
5304,I
5305,I
5306,O
5307,O
5308,O
5309,O
5310,O
5311,O
5312,O
5313,O
5314,O
5315,B
5316,B
5317,I
5318,B
5319,O
5320,O
5321,O
5322,O
5323,O
5324,O
5325,O
5326,O
5327,O
5328,O
5329,O
5330,O
5331,O
5332,O
5333,O
5334,O
5335,O
5336,O
5337,O
5338,O
5339,O
5340,O
5341,O
5342,O
5343,O
5344,O
5345,O
5346,B
5347,B
5348,I
5349,I
5350,I
5351,I
5352,I
5353,I
5354,I
5355,I
5356,I
5357,I
5358,O
5359,O
5360,O
5361,O
5362,O
5363,O
5364,O
5365,O
5366,O
5367,O
5368,O
5369,O
5370,O
5371,O
5372,O
5373,O
5374,O
5375,O
5376,O
5377,O
5378,O
5379,O
5380,O
5381,O
5382,O
5383,O
5384,O
5385,O
5386,O
5387,B
5388,I
5389,B
5390,B
5391,B
5392,I
5393,I
5394,I
5395,I
5396,I
5397,O
5398,B
5399,I
5400,I
5401,I
5402,I
5403,I
5404,I
5405,I
5406,O
5407,B
5408,B
5409,I
5410,O
5411,O
5412,B
5413,I
5414,I
5415,I
5416,I
5417,B
5418,B
5419,I
5420,I
5421,I
5422,O
5423,O
5424,O
5425,O
5426,O
5427,O
5428,O
5429,O
5430,O
5431,O
5432,O
5433,O
5434,O
5435,O
5436,O
5437,O
5438,O
5439,O
5440,O
5441,O
5442,O
5443,O
5444,O
5445,O
5446,O
5447,O
5448,O
5449,O
5450,B
5451,I
5452,B
5453,B
5454,O
5455,O
5456,O
5457,O
5458,O
5459,O
5460,O
5461,O
5462,O
5463,O
5464,O
5465,O
5466,O
5467,O
5468,O
5469,O
5470,O
5471,O
5472,O
5473,O
5474,O
5475,B
5476,I
5477,I
5478,I
5479,I
5480,I
5481,I
5482,I
5483,I
5484,I
5485,I
5486,I
5487,O
5488,B
5489,B
5490,I
5491,I
5492,I
5493,I
5494,I
5495,I
5496,I
5497,I
5498,I
5499,I
5500,I
5501,I
5502,I
5503,I
5504,I
5505,I
5506,O
5507,O
5508,B
5509,B
5510,B
5511,I
5512,I
5513,I
5514,O
5515,O
5516,O
5517,O
5518,O
5519,O
5520,O
5521,O
5522,O
5523,O
5524,O
5525,O
5526,O
5527,O
5528,O
5529,O
5530,O
5531,O
5532,O
5533,O
5534,O
5535,O
5536,O
5537,O
5538,O
5539,O
5540,O
5541,O
5542,O
5543,O
5544,O
5545,O
5546,O
5547,O
5548,O
5549,B
5550,B
5551,B
5552,I
5553,I
5554,O
5555,O
5556,O
5557,O
5558,O
5559,O
5560,O
5561,O
5562,O
5563,O
5564,O
5565,O
5566,O
5567,O
5568,O
5569,O
5570,O
5571,O
5572,O
5573,O
5574,B
5575,I
5576,I
5577,I
5578,I
5579,I
5580,I
5581,I
5582,I
5583,I
5584,I
5585,I
5586,I
5587,O
5588,O
5589,B
5590,B
5591,B
5592,I
5593,O
5594,B
5595,I
5596,I
5597,I
5598,I
5599,I
5600,I
5601,O
5602,B
5603,I
5604,I
5605,O
5606,B
5607,B
5608,B
5609,I
5610,I
5611,B
5612,I
5613,O
5614,B
5615,I
5616,I
5617,I
5618,I
5619,I
5620,I
5621,I
5622,I
5623,I
5624,I
5625,I
5626,I
5627,I
5628,I
5629,O
5630,B
5631,O
5632,O
5633,O
5634,O
5635,O
5636,O
5637,O
5638,O
5639,O
5640,O
5641,O
5642,O
5643,O
5644,O
5645,B
5646,B
5647,I
5648,I
5649,B
5650,I
5651,I
5652,I
5653,O
5654,B
5655,I
5656,I
5657,I
5658,I
5659,I
5660,I
5661,O
5662,B
5663,B
5664,I
5665,I
5666,I
5667,I
5668,I
5669,I
5670,I
5671,I
5672,I
5673,B
5674,B
5675,I
5676,I
5677,I
5678,B
5679,I
5680,I
5681,I
5682,I
5683,I
5684,I
5685,I
5686,I
5687,I
5688,I
5689,I
5690,I
5691,I
5692,I
5693,I
5694,I
5695,I
5696,I
5697,I
5698,I
5699,I
5700,I
5701,I
5702,I
5703,O
5704,O
5705,O
5706,O
5707,O
5708,O
5709,O
5710,O
5711,O
5712,O
5713,O
5714,O
5715,O
5716,O
5717,O
5718,O
5719,O
5720,O
5721,O
5722,O
5723,O
5724,O
5725,O
5726,O
5727,O
5728,O
5729,B
5730,B
5731,I
5732,I
5733,B
5734,I
5735,I
5736,I
5737,I
5738,I
5739,B
5740,I
5741,I
5742,I
5743,I
5744,O
5745,B
5746,I
5747,I
5748,I
5749,I
5750,I
5751,B
5752,B
5753,I
5754,I
5755,I
5756,I
5757,O
5758,O
5759,O
5760,O
5761,O
5762,O
5763,O
5764,O
5765,O
5766,B
5767,B
5768,B
5769,I
5770,O
5771,B
5772,O
5773,B
5774,B
5775,I
5776,B
5777,I
5778,I
5779,I
5780,I
5781,I
5782,I
5783,I
5784,I
5785,I
5786,I
5787,I
5788,I
5789,I
5790,I
5791,I
5792,I
5793,I
5794,I
5795,I
5796,I
