,FUNC_CTX_P+0,FUNC_CTX_P+1,FUNC_CTX_P-1
1036,N<PRED,ADVL,SUBJ
1037,N<PRED,ADVL,SUBJ
1038,N<PRED,ADVL,SUBJ
1039,N<PRED,ADVL,SUBJ
1040,N<PRED,ADVL,SUBJ
1041,STA,SUBJ,ADVL
1042,STA,SUBJ,ADVL
1043,STA,SUBJ,ADVL
1044,STA,SUBJ,ADVL
1045,STA,SUBJ,ADVL
1046,STA,SUBJ,ADVL
1047,STA,SUBJ,ADVL
1048,SUBJ,SA,SUBJ
1049,SUBJ,SA,SUBJ
1050,SUBJ,SA,SUBJ
1051,SUBJ,SA,SUBJ
1052,SUBJ,SA,SUBJ
1053,SUBJ,SA,SUBJ
1054,SUBJ,SA,SUBJ
1055,STA,>N,SUBJ
1056,STA,>N,SUBJ
1057,STA,>N,SUBJ
1058,STA,>N,SUBJ
1059,STA,>N,SUBJ
1060,STA,>N,SUBJ
1061,STA,>N,SUBJ
1062,STA,>N,SUBJ
1063,STA,>N,SUBJ
1064,STA,>N,SUBJ
1065,STA,>N,SUBJ
1066,STA,>N,SUBJ
1067,STA,>N,SUBJ
1068,STA,>N,SUBJ
1069,ADVL,SUBJ,SUB
1070,ADVL,SUBJ,SUB
1071,ADVL,SUBJ,SUB
1072,ADVL,SUBJ,SUB
1073,ADVL,SUBJ,SUB
1074,ADVL,SUBJ,SUB
1075,ADVL,SUBJ,SUB
1076,ADVL,SUBJ,SUB
1077,ADVL,SUBJ,SUB
1078,ADVL,SUBJ,SUB
1079,ADVL,SUBJ,SUB
1080,ADVL,SUBJ,SUB
1081,ADVL,SUBJ,SUB
1082,ADVL,SUBJ,SUB
1083,ACC,>N,SUBJ
1084,ACC,>N,SUBJ
1085,ACC,>N,SUBJ
1086,ACC,>N,SUBJ
1087,ACC,>N,SUBJ
1088,ACC,>N,SUBJ
1089,ACC,>N,SUBJ
1090,ACC,>N,SUBJ
1091,ACC,>N,SUBJ
1092,ACC,>N,SUBJ
1093,ACC,>N,SUBJ
1094,ACC,>N,SUBJ
1095,ACC,>N,SUBJ
1096,ACC,>N,SUBJ
1097,STA,SUB,ADVL
1098,STA,SUB,ADVL
1099,STA,SUB,ADVL
1100,STA,SUB,ADVL
1101,STA,SUB,ADVL
1102,STA,SUB,ADVL
1103,STA,SUB,ADVL
1104,STA,SUB,ADVL
1105,STA,SUB,ADVL
1106,ADVL,SA,ADVL
1107,ADVL,SA,ADVL
1108,ADVL,SA,ADVL
1109,ADVL,SA,ADVL
1110,ADVL,SA,ADVL
1111,ADVL,SA,ADVL
1112,ADVL,SA,ADVL
1113,ADVL,SA,ADVL
1114,ADVL,SA,ADVL
1115,QUE,PIV,SUBJ
1116,QUE,PIV,SUBJ
1117,QUE,PIV,SUBJ
1118,QUE,PIV,SUBJ
1119,QUE,PIV,SUBJ
1120,QUE,PIV,SUBJ
1121,QUE,PIV,SUBJ
1122,QUE,PIV,SUBJ
1123,QUE,PIV,SUBJ
1124,QUE,PIV,SUBJ
1125,QUE,PIV,SUBJ
1126,QUE,PIV,SUBJ
1127,QUE,PIV,SUBJ
1128,QUE,PIV,SUBJ
1129,QUE,PIV,SUBJ
1130,STA,ACC,SUBJ
1131,STA,ACC,SUBJ
1132,STA,ACC,SUBJ
1133,STA,ACC,SUBJ
1134,STA,ACC,SUBJ
1135,STA,ACC,SUBJ
1136,STA,ACC,SUBJ
1137,STA,ACC,SUBJ
1138,STA,ACC,SUBJ
1139,STA,ACC,SUBJ
1140,STA,ACC,SUBJ
1141,STA,ACC,SUBJ
1142,STA,ACC,SUBJ
1143,STA,ACC,SUBJ
1144,STA,ACC,SUBJ
1145,STA,ACC,SUBJ
1146,ACC,>N,STA
1147,ACC,>N,STA
1148,ACC,>N,STA
1149,ACC,>N,STA
1150,ACC,>N,STA
1151,ACC,>N,STA
1152,ACC,>N,STA
1153,ACC,>N,STA
1154,ACC,>N,STA
1155,ACC,>N,STA
1156,ACC,>N,STA
1157,ACC,>N,STA
1158,ACC,>N,STA
1159,ACC,>N,STA
1160,ACC,>N,STA
1161,ACC,>N,STA
1162,ADVL,>N,SUBJ
1163,ADVL,>N,SUBJ
1164,ADVL,>N,SUBJ
1165,ADVL,>N,SUBJ
1166,ADVL,>N,SUBJ
1167,ADVL,>N,SUBJ
1168,ADVL,>N,SUBJ
1169,ADVL,>N,SUBJ
1170,ADVL,>N,SUBJ
1171,ADVL,>N,SUBJ
1172,ADVL,>N,SUBJ
1173,ADVL,>N,SUBJ
1174,ADVL,>N,SUBJ
1175,ADVL,>N,SUBJ
1176,ADVL,>N,SUBJ
1177,ADVL,>N,SUBJ
1178,ACC,>N,STA
1179,ACC,>N,STA
1180,ACC,>N,STA
1181,ACC,>N,STA
1182,ACC,>N,STA
1183,ACC,>N,STA
1184,ACC,>N,STA
1185,ACC,>N,STA
1186,ACC,>N,STA
1187,ACC,>N,STA
1188,ACC,>N,STA
1189,ACC,>N,STA
1190,ACC,>N,STA
1191,ACC,>N,STA
1192,ACC,>N,STA
1193,ACC,>N,STA
1194,ACC,>N,STA
1195,ACC,>N,STA
1196,CJT,>N,CO
1197,CJT,>N,CO
1198,CJT,>N,CO
1199,CJT,>N,CO
1200,CJT,>N,CO
1201,CJT,>N,CO
1202,CJT,>N,CO
1203,CJT,>N,CO
1204,CJT,>N,CO
1205,CJT,>N,CO
1206,CJT,>N,CO
1207,CJT,>N,CO
1208,CJT,>N,CO
1209,CJT,>N,CO
1210,CJT,>N,CO
1211,CJT,>N,CO
1212,CJT,>N,CO
1213,CJT,>N,CO
1214,ADVL,>N,SUBJ
1215,ADVL,>N,SUBJ
1216,ADVL,>N,SUBJ
1217,ADVL,>N,SUBJ
1218,ADVL,>N,SUBJ
1219,ADVL,>N,SUBJ
1220,ADVL,>N,SUBJ
1221,ADVL,>N,SUBJ
1222,ADVL,>N,SUBJ
1223,ADVL,>N,SUBJ
1224,ADVL,>N,SUBJ
1225,ADVL,>N,SUBJ
1226,ADVL,>N,SUBJ
1227,ADVL,>N,SUBJ
1228,ADVL,>N,SUBJ
1229,STA,ACC,PU
1230,STA,ACC,PU
1231,STA,ACC,PU
1232,STA,ACC,PU
1233,STA,ACC,PU
1234,STA,ACC,PU
1235,STA,ACC,PU
1236,STA,ACC,PU
1237,STA,ACC,PU
1238,STA,ACC,PU
1239,STA,ACC,PU
1240,STA,ACC,PU
1241,STA,ACC,PU
1242,STA,ACC,PU
1243,STA,ACC,PU
1244,CJT,>N,CO
1245,CJT,>N,CO
1246,CJT,>N,CO
1247,CJT,>N,CO
1248,CJT,>N,CO
1249,CJT,>N,CO
1250,CJT,>N,CO
1251,CJT,>N,CO
1252,CJT,>N,CO
1253,CJT,>N,CO
1254,CJT,>N,CO
1255,CJT,>N,CO
1256,CJT,>N,CO
1257,CJT,>N,CO
1258,CJT,>N,CO
1259,MV,ADVL,STA
1260,MV,ADVL,STA
1261,MV,ADVL,STA
1262,MV,ADVL,STA
1263,MV,ADVL,STA
1264,MV,ADVL,STA
1265,MV,ADVL,STA
1266,MV,ADVL,STA
1267,MV,ADVL,STA
1268,MV,ADVL,STA
1269,MV,ADVL,STA
1270,MV,ADVL,STA
1271,MV,ADVL,STA
1272,MV,ADVL,STA
1273,MV,ADVL,STA
1274,MV,ADVL,STA
1275,MV,ADVL,STA
1276,MV,ADVL,STA
1277,MV,ADVL,STA
1278,N<,ACC,SUBJ
1279,N<,ACC,SUBJ
1280,N<,ACC,SUBJ
1281,N<,ACC,SUBJ
1282,N<,ACC,SUBJ
1283,N<,ACC,SUBJ
1284,N<,ACC,SUBJ
1285,N<,ACC,SUBJ
1286,N<,ACC,SUBJ
1287,N<,ACC,SUBJ
1288,N<,ACC,SUBJ
1289,N<,ACC,SUBJ
1290,N<,ACC,SUBJ
1291,N<,ACC,SUBJ
1292,N<,ACC,SUBJ
1293,N<,ACC,SUBJ
1294,N<,ACC,SUBJ
1295,N<,ACC,SUBJ
1296,N<,ACC,SUBJ
1297,N<,ACC,SUBJ
1298,N<,ACC,SUBJ
1299,N<,ACC,SUBJ
1300,N<,ACC,SUBJ
1301,N<,ACC,SUBJ
1302,MV,ADVL,AUX
1303,MV,ADVL,AUX
1304,MV,ADVL,AUX
1305,MV,ADVL,AUX
1306,MV,ADVL,AUX
1307,MV,ADVL,AUX
1308,MV,ADVL,AUX
1309,MV,ADVL,AUX
1310,MV,ADVL,AUX
1311,MV,ADVL,AUX
1312,MV,ADVL,AUX
1313,MV,ADVL,AUX
1314,MV,ADVL,AUX
1315,MV,ADVL,AUX
1316,MV,ADVL,AUX
1317,MV,ADVL,AUX
1318,MV,ADVL,AUX
1319,MV,ADVL,AUX
1320,MV,ADVL,AUX
1321,MV,ADVL,AUX
1322,MV,ADVL,AUX
1323,MV,ADVL,AUX
1324,MV,ADVL,AUX
1325,MV,ADVL,AUX
1326,STA,SUB,PU
1327,STA,SUB,PU
1328,STA,SUB,PU
1329,STA,SUB,PU
1330,STA,SUB,PU
1331,STA,SUB,PU
1332,STA,SUB,PU
1333,STA,SUB,PU
1334,STA,SUB,PU
1335,STA,SUB,PU
1336,STA,SUB,PU
1337,STA,SUB,PU
1338,STA,SUB,PU
1339,STA,SUB,PU
1340,STA,SUB,PU
1341,STA,SUB,PU
1342,STA,SUB,PU
1343,STA,SUB,PU
1344,STA,SUB,PU
1345,STA,SUB,PU
1346,STA,SUB,PU
1347,STA,SUB,PU
1348,STA,SUB,PU
1349,ACC,ACC,SUB
1350,ACC,ACC,SUB
1351,ACC,ACC,SUB
1352,ACC,ACC,SUB
1353,ACC,ACC,SUB
1354,ACC,ACC,SUB
1355,ACC,ACC,SUB
1356,ACC,ACC,SUB
1357,ACC,ACC,SUB
1358,ACC,ACC,SUB
1359,ACC,ACC,SUB
1360,ACC,ACC,SUB
1361,ACC,ACC,SUB
1362,ACC,ACC,SUB
1363,ACC,ACC,SUB
1364,ACC,ACC,SUB
1365,ACC,ACC,SUB
1366,ACC,ACC,SUB
1367,ACC,ACC,SUB
1368,ACC,ACC,SUB
1369,ACC,ACC,SUB
1370,ACC,ACC,SUB
1371,ACC,ACC,SUB
1372,ACC,ACC,ACC
1373,ACC,ACC,ACC
1374,ACC,ACC,ACC
1375,ACC,ACC,ACC
1376,ACC,ACC,ACC
1377,ACC,ACC,ACC
1378,ACC,ACC,ACC
1379,ACC,ACC,ACC
1380,ACC,ACC,ACC
1381,ACC,ACC,ACC
1382,ACC,ACC,ACC
1383,ACC,ACC,ACC
1384,ACC,ACC,ACC
1385,ACC,ACC,ACC
1386,ACC,ACC,ACC
1387,ACC,ACC,ACC
1388,ACC,ACC,ACC
1389,ACC,ACC,ACC
1390,ACC,ACC,ACC
1391,ACC,ACC,ACC
1392,ACC,ACC,ACC
1393,ACC,ACC,ACC
1394,ACC,ACC,ACC
1395,STA,ADVL,SUBJ
1396,STA,ADVL,SUBJ
1397,STA,ADVL,SUBJ
1398,STA,ADVL,SUBJ
1399,STA,ADVL,SUBJ
1400,STA,ADVL,SUBJ
1401,STA,ADVL,SUBJ
1402,STA,ADVL,SUBJ
1403,STA,ADVL,SUBJ
1404,STA,ADVL,SUBJ
1405,STA,ADVL,SUBJ
1406,STA,ADVL,SUBJ
1407,STA,ADVL,SUBJ
1408,STA,ADVL,SUBJ
1409,STA,ADVL,SUBJ
1410,STA,ADVL,SUBJ
1411,STA,ADVL,SUBJ
1412,STA,ADVL,SUBJ
1413,STA,ADVL,SUBJ
1414,STA,ADVL,SUBJ
1415,STA,ADVL,SUBJ
1416,STA,ADVL,SUBJ
1417,STA,ADVL,SUBJ
1418,STA,ADVL,SUBJ
1419,STA,ADVL,SUBJ
1420,STA,ADVL,SUBJ
1421,STA,ADVL,SUBJ
1422,STA,ADVL,SUBJ
1423,MV,PU,ACC
1424,MV,PU,ACC
1425,MV,PU,ACC
1426,MV,PU,ACC
1427,MV,PU,ACC
1428,MV,PU,ACC
1429,MV,PU,ACC
1430,MV,PU,ACC
1431,MV,PU,ACC
1432,MV,PU,ACC
1433,MV,PU,ACC
1434,MV,PU,ACC
1435,MV,PU,ACC
1436,MV,PU,ACC
1437,MV,PU,ACC
1438,MV,PU,ACC
1439,MV,PU,ACC
1440,MV,PU,ACC
1441,MV,PU,ACC
1442,MV,PU,ACC
1443,MV,PU,ACC
1444,MV,PU,ACC
1445,MV,PU,ACC
1446,MV,PU,ACC
1447,MV,PU,ACC
1448,MV,PU,ACC
1449,MV,PU,ACC
1450,MV,PU,ACC
1451,MV,ADVL,P<
1452,MV,ADVL,P<
1453,MV,ADVL,P<
1454,MV,ADVL,P<
1455,MV,ADVL,P<
1456,MV,ADVL,P<
1457,MV,ADVL,P<
1458,MV,ADVL,P<
1459,MV,ADVL,P<
1460,MV,ADVL,P<
1461,MV,ADVL,P<
1462,MV,ADVL,P<
1463,MV,ADVL,P<
1464,MV,ADVL,P<
1465,MV,ADVL,P<
1466,MV,ADVL,P<
1467,MV,ADVL,P<
1468,MV,ADVL,P<
1469,MV,ADVL,P<
1470,MV,ADVL,P<
1471,MV,ADVL,P<
1472,MV,ADVL,P<
1473,MV,ADVL,P<
1474,MV,ADVL,P<
1475,MV,ADVL,P<
1476,MV,ADVL,P<
1477,MV,ADVL,P<
1478,MV,ADVL,P<
1479,MV,ADVL,ACC
1480,MV,ADVL,ACC
1481,MV,ADVL,ACC
1482,MV,ADVL,ACC
1483,MV,ADVL,ACC
1484,MV,ADVL,ACC
1485,MV,ADVL,ACC
1486,MV,ADVL,ACC
1487,MV,ADVL,ACC
1488,MV,ADVL,ACC
1489,MV,ADVL,ACC
1490,MV,ADVL,ACC
1491,MV,ADVL,ACC
1492,MV,ADVL,ACC
1493,MV,ADVL,ACC
1494,MV,ADVL,ACC
1495,MV,ADVL,ACC
1496,MV,ADVL,ACC
1497,MV,ADVL,ACC
1498,MV,ADVL,ACC
1499,MV,ADVL,ACC
1500,MV,ADVL,ACC
1501,MV,ADVL,ACC
1502,MV,ADVL,ACC
1503,STA,SUBJ,PU
1504,STA,SUBJ,PU
1505,STA,SUBJ,PU
1506,STA,SUBJ,PU
1507,STA,SUBJ,PU
1508,STA,SUBJ,PU
1509,STA,SUBJ,PU
1510,STA,SUBJ,PU
1511,STA,SUBJ,PU
1512,STA,SUBJ,PU
1513,STA,SUBJ,PU
1514,STA,SUBJ,PU
1515,STA,SUBJ,PU
1516,STA,SUBJ,PU
1517,STA,SUBJ,PU
1518,STA,SUBJ,PU
1519,STA,SUBJ,PU
1520,STA,SUBJ,PU
1521,STA,SUBJ,PU
1522,STA,SUBJ,PU
1523,STA,SUBJ,PU
1524,STA,SUBJ,PU
1525,STA,SUBJ,PU
1526,STA,SUBJ,PU
1527,STA,SUB,PU
1528,STA,SUB,PU
1529,STA,SUB,PU
1530,STA,SUB,PU
1531,STA,SUB,PU
1532,STA,SUB,PU
1533,STA,SUB,PU
1534,STA,SUB,PU
1535,STA,SUB,PU
1536,STA,SUB,PU
1537,STA,SUB,PU
1538,STA,SUB,PU
1539,STA,SUB,PU
1540,STA,SUB,PU
1541,STA,SUB,PU
1542,STA,SUB,PU
1543,STA,SUB,PU
1544,STA,SUB,PU
1545,STA,SUB,PU
1546,STA,SUB,PU
1547,STA,SUB,PU
1548,STA,SUB,PU
1549,STA,SUB,PU
1550,STA,SUB,PU
1551,STA,SUB,PU
1552,ACC,ACC,PU
1553,ACC,ACC,PU
1554,ACC,ACC,PU
1555,ACC,ACC,PU
1556,ACC,ACC,PU
1557,ACC,ACC,PU
1558,ACC,ACC,PU
1559,ACC,ACC,PU
1560,ACC,ACC,PU
1561,ACC,ACC,PU
1562,ACC,ACC,PU
1563,ACC,ACC,PU
1564,ACC,ACC,PU
1565,ACC,ACC,PU
1566,ACC,ACC,PU
1567,ACC,ACC,PU
1568,ACC,ACC,PU
1569,ACC,ACC,PU
1570,ACC,ACC,PU
1571,ACC,ACC,PU
1572,ACC,ACC,PU
1573,ACC,ACC,PU
1574,ACC,ACC,PU
1575,ACC,ACC,PU
1576,ACC,ACC,PU
1577,CJT,>A,CO
1578,CJT,>A,CO
1579,CJT,>A,CO
1580,CJT,>A,CO
1581,CJT,>A,CO
1582,CJT,>A,CO
1583,CJT,>A,CO
1584,CJT,>A,CO
1585,CJT,>A,CO
1586,CJT,>A,CO
1587,CJT,>A,CO
1588,CJT,>A,CO
1589,CJT,>A,CO
1590,CJT,>A,CO
1591,CJT,>A,CO
1592,CJT,>A,CO
1593,CJT,>A,CO
1594,CJT,>A,CO
1595,CJT,>A,CO
1596,CJT,>A,CO
1597,CJT,>A,CO
1598,CJT,>A,CO
1599,CJT,>A,CO
1600,CJT,>A,CO
1601,CJT,>A,CO
1602,STA,ACC,P<
1603,STA,ACC,P<
1604,STA,ACC,P<
1605,STA,ACC,P<
1606,STA,ACC,P<
1607,STA,ACC,P<
1608,STA,ACC,P<
1609,STA,ACC,P<
1610,STA,ACC,P<
1611,MV,PASS,STA
1612,MV,PASS,STA
1613,MV,PASS,STA
1614,MV,PASS,STA
1615,MV,PASS,STA
1616,MV,PASS,STA
1617,MV,PASS,STA
1618,MV,PASS,STA
1619,MV,PASS,STA
1620,MV,PASS,STA
1621,MV,PASS,STA
1622,MV,PASS,STA
1623,MV,PASS,STA
1624,MV,PASS,STA
1625,MV,PASS,STA
1626,MV,PASS,STA
1627,MV,PASS,STA
1628,MV,PASS,STA
1629,MV,PASS,STA
1630,MV,PASS,STA
1631,MV,PASS,STA
1632,MV,PASS,STA
1633,MV,PASS,STA
1634,MV,PASS,STA
1635,MV,PASS,STA
1636,MV,PASS,STA
1637,MV,PASS,STA
1638,MV,PASS,STA
1639,MV,PASS,STA
1640,MV,PASS,STA
1641,MV,PASS,STA
1642,MV,PASS,STA
1643,MV,PASS,STA
1644,MV,PASS,STA
1645,MV,PASS,STA
1646,MV,PASS,STA
1647,MV,PASS,STA
1648,MV,PASS,STA
1649,MV,PASS,STA
1650,MV,PASS,STA
1651,N<PRED,ACC,ADVL
1652,N<PRED,ACC,ADVL
1653,N<PRED,ACC,ADVL
1654,N<PRED,ACC,ADVL
1655,N<PRED,ACC,ADVL
1656,N<PRED,ACC,ADVL
1657,N<PRED,ACC,ADVL
1658,N<PRED,ACC,ADVL
1659,N<PRED,ACC,ADVL
1660,N<PRED,ACC,ADVL
1661,N<PRED,ACC,ADVL
1662,N<PRED,ACC,ADVL
1663,N<PRED,ACC,ADVL
1664,N<PRED,ACC,ADVL
1665,N<PRED,ACC,ADVL
1666,N<PRED,ACC,ADVL
1667,N<PRED,ACC,ADVL
1668,N<PRED,ACC,ADVL
1669,N<PRED,ACC,ADVL
1670,N<PRED,ACC,ADVL
1671,N<PRED,ACC,ADVL
1672,N<PRED,ACC,ADVL
1673,N<PRED,ACC,ADVL
1674,N<PRED,ACC,ADVL
1675,N<PRED,ACC,ADVL
1676,N<PRED,ACC,ADVL
1677,N<PRED,ACC,ADVL
1678,N<PRED,ACC,ADVL
1679,N<PRED,ACC,ADVL
1680,N<PRED,ACC,ADVL
1681,N<PRED,ACC,ADVL
1682,N<PRED,ACC,ADVL
1683,N<PRED,ACC,ADVL
1684,N<PRED,ACC,ADVL
1685,N<PRED,ACC,ADVL
1686,N<PRED,ACC,ADVL
1687,N<PRED,ACC,ADVL
1688,N<PRED,ACC,ADVL
1689,N<PRED,ACC,ADVL
1690,N<PRED,ACC,ADVL
1691,ADVL,>N,ADVL
1692,ADVL,>N,ADVL
1693,ADVL,>N,ADVL
1694,ADVL,>N,ADVL
1695,ADVL,>N,ADVL
1696,ADVL,>N,ADVL
1697,ADVL,>N,ADVL
1698,ADVL,>N,ADVL
1699,ADVL,>N,ADVL
1700,ADVL,>N,ADVL
1701,ADVL,>N,ADVL
1702,ADVL,>N,ADVL
1703,ADVL,>N,ADVL
1704,ADVL,>N,ADVL
1705,ADVL,>N,ADVL
1706,ADVL,>N,ADVL
1707,ADVL,>N,ADVL
1708,ADVL,>N,ADVL
1709,ADVL,>N,ADVL
1710,ADVL,>N,ADVL
1711,ADVL,>N,ADVL
1712,ADVL,>N,ADVL
1713,MV,>N,AUX
1714,MV,>N,AUX
1715,MV,>N,AUX
1716,MV,>N,AUX
1717,MV,>N,AUX
1718,MV,>N,AUX
1719,MV,>N,AUX
1720,MV,>N,AUX
1721,MV,>N,AUX
1722,MV,>N,AUX
1723,MV,>N,AUX
1724,MV,>N,AUX
1725,MV,>N,AUX
1726,MV,>N,AUX
1727,MV,>N,AUX
1728,MV,>N,AUX
1729,MV,>N,AUX
1730,MV,>N,AUX
1731,MV,>N,AUX
1732,MV,>N,AUX
1733,MV,>N,AUX
1734,MV,>N,AUX
1735,ACC,>N,FOC
1736,ACC,>N,FOC
1737,ACC,>N,FOC
1738,ACC,>N,FOC
1739,ACC,>N,FOC
1740,ACC,>N,FOC
1741,ACC,>N,FOC
1742,ACC,>N,FOC
1743,ACC,>N,FOC
1744,ACC,>N,FOC
1745,ACC,>N,FOC
1746,ACC,>N,FOC
1747,ACC,>N,FOC
1748,ACC,>N,FOC
1749,ACC,>N,FOC
1750,P<,>N,N<
1751,P<,>N,N<
1752,P<,>N,N<
1753,P<,>N,N<
1754,P<,>N,N<
1755,P<,>N,N<
1756,P<,>N,N<
1757,P<,>N,N<
1758,P<,>N,N<
1759,P<,>N,N<
1760,P<,>N,N<
1761,P<,>N,N<
1762,P<,>N,N<
1763,P<,>N,N<
1764,P<,>N,N<
1765,STA,SUBJ,PU
1766,STA,SUBJ,PU
1767,STA,SUBJ,PU
1768,STA,SUBJ,PU
1769,STA,SUBJ,PU
1770,STA,SUBJ,PU
1771,STA,SUBJ,PU
1772,STA,SUBJ,PU
1773,STA,SUBJ,PU
1774,STA,SUBJ,PU
1775,STA,SUBJ,PU
1776,STA,SUBJ,PU
1777,STA,SUBJ,PU
1778,STA,SUBJ,PU
1779,STA,SUBJ,PU
1780,STA,SA,SUBJ
1781,STA,SA,SUBJ
1782,STA,SA,SUBJ
1783,STA,SA,SUBJ
1784,STA,SA,SUBJ
1785,N<,ADVL,SUBJ
1786,N<,ADVL,SUBJ
1787,N<,ADVL,SUBJ
1788,N<,ADVL,SUBJ
1789,N<,ADVL,SUBJ
1790,N<,ADVL,SUBJ
1791,N<,ADVL,SUBJ
1792,N<,ADVL,SUBJ
1793,N<,ADVL,SUBJ
1794,N<,ADVL,SUBJ
1795,N<,ADVL,SUBJ
1796,N<,ADVL,SUBJ
1797,N<,ADVL,SUBJ
1798,N<,ADVL,SUBJ
1799,N<,ADVL,SUBJ
1800,N<,ADVL,SUBJ
1801,N<,ADVL,SUBJ
1802,N<,ADVL,SUBJ
1803,N<,ADVL,SUBJ
1804,N<,ADVL,SUBJ
1805,N<,ADVL,SUBJ
1806,N<,ADVL,SUBJ
1807,N<,ADVL,SUBJ
1808,N<,ADVL,SUBJ
1809,N<,ADVL,SUBJ
1810,N<,ADVL,SUBJ
1811,N<,ADVL,SUBJ
1812,N<,ADVL,SUBJ
1813,N<,ADVL,SUBJ
1814,N<,ADVL,SUBJ
1815,N<,ADVL,SUBJ
1816,P<,>N,N<
1817,P<,>N,N<
1818,P<,>N,N<
1819,P<,>N,N<
1820,P<,>N,N<
1821,P<,>N,N<
1822,P<,>N,N<
1823,P<,>N,N<
1824,P<,>N,N<
1825,P<,>N,N<
1826,P<,>N,N<
1827,P<,>N,N<
1828,P<,>N,N<
1829,P<,>N,N<
1830,P<,>N,N<
1831,P<,>N,N<
1832,P<,>N,N<
1833,P<,>N,N<
1834,P<,>N,N<
1835,P<,>N,N<
1836,P<,>N,N<
1837,P<,>N,N<
1838,P<,>N,N<
1839,P<,>N,N<
1840,P<,>N,N<
1841,P<,>N,N<
1842,P<,>N,N<
1843,P<,>N,N<
1844,P<,>N,N<
1845,P<,>N,N<
1846,P<,>N,N<
1847,STA,>N,SUBJ
1848,STA,>N,SUBJ
1849,STA,>N,SUBJ
1850,STA,>N,SUBJ
1851,STA,>N,SUBJ
1852,STA,>N,SUBJ
1853,STA,>N,SUBJ
1854,STA,>N,SUBJ
1855,STA,>N,SUBJ
1856,STA,>N,SUBJ
1857,STA,>N,SUBJ
1858,STA,>N,SUBJ
1859,STA,>N,SUBJ
1860,STA,>N,SUBJ
1861,STA,>N,SUBJ
1862,STA,>N,SUBJ
1863,STA,>N,SUBJ
1864,STA,>N,SUBJ
1865,STA,>N,SUBJ
1866,STA,>N,SUBJ
1867,STA,>N,SUBJ
1868,STA,>N,SUBJ
1869,STA,>N,SUBJ
1870,STA,PIV,ADVL
1871,STA,PIV,ADVL
1872,STA,PIV,ADVL
1873,STA,PIV,ADVL
1874,STA,PIV,ADVL
1875,STA,PIV,ADVL
1876,STA,PIV,ADVL
1877,STA,PIV,ADVL
1878,STA,PIV,ADVL
1879,STA,PIV,ADVL
1880,STA,PIV,ADVL
1881,STA,PIV,ADVL
1882,STA,PIV,ADVL
1883,STA,PIV,ADVL
1884,STA,PIV,ADVL
1885,STA,PIV,ADVL
1886,STA,SC,SUBJ
1887,STA,SC,SUBJ
1888,STA,SC,SUBJ
1889,STA,SC,SUBJ
1890,STA,SC,SUBJ
1891,STA,SC,SUBJ
1892,STA,SC,SUBJ
1893,STA,SC,SUBJ
1894,STA,SC,SUBJ
1895,STA,SC,SUBJ
1896,STA,SC,SUBJ
1897,STA,>A,
1898,STA,>A,
1899,STA,>A,
1900,STA,>A,
1901,STA,>A,
1902,STA,>A,
1903,STA,>A,
1904,STA,>A,
1905,STA,>A,
1906,STA,>A,
1907,STA,>A,
1908,STA,>A,
1909,STA,>A,
1910,STA,>A,
1911,STA,>A,
1912,STA,>A,
1913,STA,>A,
1914,STA,>A,
1915,STA,>A,
1916,STA,>A,
1917,STA,>A,
1918,STA,>A,
1919,STA,>A,
1920,STA,>A,
1921,STA,>A,
1922,STA,>A,
1923,STA,>A,
1924,STA,>A,
1925,STA,>A,
1926,STA,>A,
1927,STA,>A,
1928,STA,>A,
1929,STA,>A,
1930,STA,>A,
1931,STA,>A,
1932,STA,>A,
1933,STA,>A,
1934,STA,>A,
1935,STA,>A,
1936,STA,>A,
1937,STA,>A,
1938,STA,>A,
1939,STA,>A,
1940,N<,>N,PU
1941,N<,>N,PU
1942,N<,>N,PU
1943,N<,>N,PU
1944,N<,>N,PU
1945,N<,>N,PU
1946,N<,>N,PU
1947,N<,>N,PU
1948,N<,>N,PU
1949,N<,>N,PU
1950,N<,>N,PU
1951,N<,>N,PU
1952,N<,>N,PU
1953,N<,>N,PU
1954,N<,>N,PU
1955,N<,>N,PU
1956,N<,>N,PU
1957,N<,>N,PU
1958,N<,>N,PU
1959,N<,>N,PU
1960,N<,>N,PU
1961,N<,>N,PU
1962,N<,>N,PU
1963,N<,>N,PU
1964,N<,>N,PU
1965,N<,>N,PU
1966,N<,>N,PU
1967,N<,>N,PU
1968,N<,>N,PU
1969,N<,>N,PU
1970,N<,>N,PU
1971,N<,>N,PU
1972,N<,>N,PU
1973,N<,>N,PU
1974,N<,>N,PU
1975,N<,>N,PU
1976,N<,>N,PU
1977,N<,>N,PU
1978,N<,>N,PU
1979,N<,>N,PU
1980,N<,>N,PU
1981,N<,>N,PU
1982,N<,>N,PU
1983,P<,>N,PIV
1984,P<,>N,PIV
1985,P<,>N,PIV
1986,P<,>N,PIV
1987,P<,>N,PIV
1988,P<,>N,PIV
1989,P<,>N,PIV
1990,P<,>N,PIV
1991,P<,>N,PIV
1992,P<,>N,PIV
1993,P<,>N,PIV
1994,P<,>N,PIV
1995,P<,>N,PIV
1996,P<,>N,PIV
1997,P<,>N,PIV
1998,P<,>N,PIV
1999,P<,>N,PIV
2000,P<,>N,PIV
2001,P<,>N,PIV
2002,P<,>N,PIV
2003,P<,>N,PIV
2004,P<,>N,PIV
2005,P<,>N,PIV
2006,P<,>N,PIV
