,FUNC+1,FUNC+2,FUNC+3,FUNC-1,FUNC-2,FUNC-3
642,PU,,,P<,PIV,ACC
643,,,,N<,P<,PIV
644,SUBJ,N<,P<,,,
645,N<,P<,N<,>N,,
646,P<,N<,>N,SUBJ,>N,
647,N<,>N,P<,N<,SUBJ,>N
648,>N,P<,PU,P<,N<,SUBJ
649,P<,PU,APP,N<,P<,N<
650,PU,APP,PU,>N,N<,P<
651,APP,PU,STA,P<,>N,N<
652,PU,STA,ADVL,PU,P<,>N
653,STA,ADVL,SUB,APP,PU,P<
654,ADVL,SUB,>N,PU,APP,PU
655,SUB,>N,SUBJ,STA,PU,APP
656,>N,SUBJ,N<,ADVL,STA,PU
657,SUBJ,N<,N<,SUB,ADVL,STA
658,N<,N<,P<,>N,SUB,ADVL
659,N<,P<,PU,SUBJ,>N,SUB
660,P<,PU,APP,N<,SUBJ,>N
661,PU,APP,ADVL,N<,N<,SUBJ
662,APP,ADVL,ACC,P<,N<,N<
663,ADVL,ACC,MV,PU,P<,N<
664,ACC,MV,>N,APP,PU,P<
665,MV,>N,ACC,ADVL,APP,PU
666,>N,ACC,SUB,ACC,ADVL,APP
667,ACC,SUB,ADVL,MV,ACC,ADVL
668,SUB,ADVL,ADVL,>N,MV,ACC
669,ADVL,ADVL,ACC,ACC,>N,MV
670,ADVL,ACC,N<,SUB,ACC,>N
671,ACC,N<,PU,ADVL,SUB,ACC
672,N<,PU,,ADVL,ADVL,SUB
673,PU,,,ACC,ADVL,ADVL
674,,,,N<,ACC,ADVL
675,SUBJ,N<,P<,,,
676,N<,P<,N<,>N,,
677,P<,N<,>N,SUBJ,>N,
678,N<,>N,P<,N<,SUBJ,>N
679,>N,P<,PU,P<,N<,SUBJ
680,P<,PU,APP,N<,P<,N<
681,PU,APP,PU,>N,N<,P<
682,APP,PU,STA,P<,>N,N<
683,PU,STA,ADVL,PU,P<,>N
684,STA,ADVL,SUB,APP,PU,P<
685,ADVL,SUB,>N,PU,APP,PU
686,SUB,>N,SUBJ,STA,PU,APP
687,>N,SUBJ,N<,ADVL,STA,PU
688,SUBJ,N<,N<,SUB,ADVL,STA
689,N<,N<,P<,>N,SUB,ADVL
690,N<,P<,PU,SUBJ,>N,SUB
691,P<,PU,APP,N<,SUBJ,>N
692,PU,APP,ADVL,N<,N<,SUBJ
693,APP,ADVL,ACC,P<,N<,N<
694,ADVL,ACC,MV,PU,P<,N<
695,ACC,MV,>N,APP,PU,P<
696,MV,>N,ACC,ADVL,APP,PU
697,>N,ACC,SUB,ACC,ADVL,APP
698,ACC,SUB,ADVL,MV,ACC,ADVL
699,SUB,ADVL,ADVL,>N,MV,ACC
700,ADVL,ADVL,ACC,ACC,>N,MV
701,ADVL,ACC,N<,SUB,ACC,>N
702,ACC,N<,PU,ADVL,SUB,ACC
703,N<,PU,,ADVL,ADVL,SUB
704,PU,,,ACC,ADVL,ADVL
705,,,,N<,ACC,ADVL
706,SUBJ,N<,P<,,,
707,N<,P<,N<,>N,,
708,P<,N<,>N,SUBJ,>N,
709,N<,>N,P<,N<,SUBJ,>N
710,>N,P<,PU,P<,N<,SUBJ
711,P<,PU,APP,N<,P<,N<
712,PU,APP,PU,>N,N<,P<
713,APP,PU,STA,P<,>N,N<
714,PU,STA,ADVL,PU,P<,>N
715,STA,ADVL,SUB,APP,PU,P<
716,ADVL,SUB,>N,PU,APP,PU
717,SUB,>N,SUBJ,STA,PU,APP
718,>N,SUBJ,N<,ADVL,STA,PU
719,SUBJ,N<,N<,SUB,ADVL,STA
720,N<,N<,P<,>N,SUB,ADVL
721,N<,P<,PU,SUBJ,>N,SUB
722,P<,PU,APP,N<,SUBJ,>N
723,PU,APP,ADVL,N<,N<,SUBJ
724,APP,ADVL,ACC,P<,N<,N<
725,ADVL,ACC,MV,PU,P<,N<
726,ACC,MV,>N,APP,PU,P<
727,MV,>N,ACC,ADVL,APP,PU
728,>N,ACC,SUB,ACC,ADVL,APP
729,ACC,SUB,ADVL,MV,ACC,ADVL
730,SUB,ADVL,ADVL,>N,MV,ACC
731,ADVL,ADVL,ACC,ACC,>N,MV
732,ADVL,ACC,N<,SUB,ACC,>N
733,ACC,N<,PU,ADVL,SUB,ACC
734,N<,PU,,ADVL,ADVL,SUB
735,PU,,,ACC,ADVL,ADVL
736,,,,N<,ACC,ADVL
737,SUBJ,N<,N<,,,
738,N<,N<,>N,>N,,
739,N<,>N,P<,SUBJ,>N,
740,>N,P<,STA,N<,SUBJ,>N
741,P<,STA,PIV,N<,N<,SUBJ
742,STA,PIV,>N,>N,N<,N<
743,PIV,>N,P<,P<,>N,N<
744,>N,P<,ACC,STA,P<,>N
745,P<,ACC,>N,PIV,STA,P<
746,ACC,>N,N<,>N,PIV,STA
747,>N,N<,PU,P<,>N,PIV
748,N<,PU,,ACC,P<,>N
749,PU,,,>N,ACC,P<
750,,,,N<,>N,ACC
751,ADVL,ADVL,ACC,,,
752,ADVL,ACC,N<ARGS,SUB,,
753,ACC,N<ARGS,P<,ADVL,SUB,
754,N<ARGS,P<,CO,ADVL,ADVL,SUB
755,P<,CO,CJT,ACC,ADVL,ADVL
756,CO,CJT,N<,N<ARGS,ACC,ADVL
757,CJT,N<,>N,P<,N<ARGS,ACC
758,N<,>N,P<,CO,P<,N<ARGS
759,>N,P<,N<,CJT,CO,P<
760,P<,N<,P<,N<,CJT,CO
761,N<,P<,PU,>N,N<,CJT
762,P<,PU,>N,P<,>N,N<
763,PU,>N,SUBJ,N<,P<,>N
764,>N,SUBJ,STA,P<,N<,P<
765,SUBJ,STA,MV,PU,P<,N<
766,STA,MV,ADVL,>N,PU,P<
767,MV,ADVL,>N,SUBJ,>N,PU
768,ADVL,>N,P<,STA,SUBJ,>N
769,>N,P<,N<,MV,STA,SUBJ
770,P<,N<,P<,ADVL,MV,STA
771,N<,P<,ADVL,>N,ADVL,MV
772,P<,ADVL,P<,P<,>N,ADVL
773,ADVL,P<,N<ARGO,N<,P<,>N
774,P<,N<ARGO,P<,P<,N<,P<
775,N<ARGO,P<,PU,ADVL,P<,N<
776,P<,PU,,P<,ADVL,P<
777,PU,,,N<ARGO,P<,ADVL
778,,,,P<,N<ARGO,P<
779,ADVL,ADVL,ACC,,,
780,ADVL,ACC,N<ARGS,SUB,,
781,ACC,N<ARGS,P<,ADVL,SUB,
782,N<ARGS,P<,CO,ADVL,ADVL,SUB
783,P<,CO,CJT,ACC,ADVL,ADVL
784,CO,CJT,N<,N<ARGS,ACC,ADVL
785,CJT,N<,>N,P<,N<ARGS,ACC
786,N<,>N,P<,CO,P<,N<ARGS
787,>N,P<,N<,CJT,CO,P<
788,P<,N<,P<,N<,CJT,CO
789,N<,P<,PU,>N,N<,CJT
790,P<,PU,>N,P<,>N,N<
791,PU,>N,SUBJ,N<,P<,>N
792,>N,SUBJ,STA,P<,N<,P<
793,SUBJ,STA,MV,PU,P<,N<
794,STA,MV,ADVL,>N,PU,P<
795,MV,ADVL,>N,SUBJ,>N,PU
796,ADVL,>N,P<,STA,SUBJ,>N
797,>N,P<,N<,MV,STA,SUBJ
798,P<,N<,P<,ADVL,MV,STA
799,N<,P<,ADVL,>N,ADVL,MV
800,P<,ADVL,P<,P<,>N,ADVL
801,ADVL,P<,N<ARGO,N<,P<,>N
802,P<,N<ARGO,P<,P<,N<,P<
803,N<ARGO,P<,PU,ADVL,P<,N<
804,P<,PU,,P<,ADVL,P<
805,PU,,,N<ARGO,P<,ADVL
806,,,,P<,N<ARGO,P<
807,PU,ADVL,>N,,,
808,ADVL,>N,P<,ADVL,,
809,>N,P<,N<ARGS,PU,ADVL,
810,P<,N<ARGS,>N,ADVL,PU,ADVL
811,N<ARGS,>N,P<,>N,ADVL,PU
812,>N,P<,N<ARGO,P<,>N,ADVL
813,P<,N<ARGO,P<,N<ARGS,P<,>N
814,N<ARGO,P<,PIV,>N,N<ARGS,P<
815,P<,PIV,>N,P<,>N,N<ARGS
816,PIV,>N,P<,N<ARGO,P<,>N
817,>N,P<,N<,P<,N<ARGO,P<
818,P<,N<,PU,PIV,P<,N<ARGO
819,N<,PU,>N,>N,PIV,P<
820,PU,>N,SUBJ,P<,>N,PIV
821,>N,SUBJ,STA,N<,P<,>N
822,SUBJ,STA,OA,PU,N<,P<
823,STA,OA,>N,>N,PU,N<
824,OA,>N,P<,SUBJ,>N,PU
825,>N,P<,>N,STA,SUBJ,>N
826,P<,>N,ACC,OA,STA,SUBJ
827,>N,ACC,N<,>N,OA,STA
828,ACC,N<,>N,P<,>N,OA
829,N<,>N,P<,>N,P<,>N
830,>N,P<,PU,ACC,>N,P<
831,P<,PU,ADVL,N<,ACC,>N
832,PU,ADVL,PIV,>N,N<,ACC
833,ADVL,PIV,P<,P<,>N,N<
834,PIV,P<,>N,PU,P<,>N
835,P<,>N,N<,ADVL,PU,P<
836,>N,N<,>N,PIV,ADVL,PU
837,N<,>N,ACC,P<,PIV,ADVL
838,>N,ACC,N<,>N,P<,PIV
839,ACC,N<,>N,N<,>N,P<
840,N<,>N,P<,>N,N<,>N
841,>N,P<,PU,ACC,>N,N<
842,P<,PU,,N<,ACC,>N
843,PU,,,>N,N<,ACC
844,,,,P<,>N,N<
845,PU,ADVL,>N,,,
846,ADVL,>N,P<,ADVL,,
847,>N,P<,N<ARGS,PU,ADVL,
848,P<,N<ARGS,>N,ADVL,PU,ADVL
849,N<ARGS,>N,P<,>N,ADVL,PU
850,>N,P<,N<ARGO,P<,>N,ADVL
851,P<,N<ARGO,P<,N<ARGS,P<,>N
852,N<ARGO,P<,PIV,>N,N<ARGS,P<
853,P<,PIV,>N,P<,>N,N<ARGS
854,PIV,>N,P<,N<ARGO,P<,>N
855,>N,P<,N<,P<,N<ARGO,P<
856,P<,N<,PU,PIV,P<,N<ARGO
857,N<,PU,>N,>N,PIV,P<
858,PU,>N,SUBJ,P<,>N,PIV
859,>N,SUBJ,STA,N<,P<,>N
860,SUBJ,STA,OA,PU,N<,P<
861,STA,OA,>N,>N,PU,N<
862,OA,>N,P<,SUBJ,>N,PU
863,>N,P<,>N,STA,SUBJ,>N
864,P<,>N,ACC,OA,STA,SUBJ
865,>N,ACC,N<,>N,OA,STA
866,ACC,N<,>N,P<,>N,OA
867,N<,>N,P<,>N,P<,>N
868,>N,P<,PU,ACC,>N,P<
869,P<,PU,ADVL,N<,ACC,>N
870,PU,ADVL,PIV,>N,N<,ACC
871,ADVL,PIV,P<,P<,>N,N<
872,PIV,P<,>N,PU,P<,>N
873,P<,>N,N<,ADVL,PU,P<
874,>N,N<,>N,PIV,ADVL,PU
875,N<,>N,ACC,P<,PIV,ADVL
876,>N,ACC,N<,>N,P<,PIV
877,ACC,N<,>N,N<,>N,P<
878,N<,>N,P<,>N,N<,>N
879,>N,P<,PU,ACC,>N,N<
880,P<,PU,,N<,ACC,>N
881,PU,,,>N,N<,ACC
882,,,,P<,>N,N<
883,PU,ADVL,>N,,,
884,ADVL,>N,P<,ADVL,,
885,>N,P<,N<ARGS,PU,ADVL,
886,P<,N<ARGS,>N,ADVL,PU,ADVL
887,N<ARGS,>N,P<,>N,ADVL,PU
888,>N,P<,N<ARGO,P<,>N,ADVL
889,P<,N<ARGO,P<,N<ARGS,P<,>N
890,N<ARGO,P<,PIV,>N,N<ARGS,P<
891,P<,PIV,>N,P<,>N,N<ARGS
892,PIV,>N,P<,N<ARGO,P<,>N
893,>N,P<,N<,P<,N<ARGO,P<
894,P<,N<,PU,PIV,P<,N<ARGO
895,N<,PU,>N,>N,PIV,P<
896,PU,>N,SUBJ,P<,>N,PIV
897,>N,SUBJ,STA,N<,P<,>N
898,SUBJ,STA,OA,PU,N<,P<
899,STA,OA,>N,>N,PU,N<
900,OA,>N,P<,SUBJ,>N,PU
901,>N,P<,>N,STA,SUBJ,>N
902,P<,>N,ACC,OA,STA,SUBJ
903,>N,ACC,N<,>N,OA,STA
904,ACC,N<,>N,P<,>N,OA
905,N<,>N,P<,>N,P<,>N
906,>N,P<,PU,ACC,>N,P<
907,P<,PU,ADVL,N<,ACC,>N
908,PU,ADVL,PIV,>N,N<,ACC
909,ADVL,PIV,P<,P<,>N,N<
910,PIV,P<,>N,PU,P<,>N
911,P<,>N,N<,ADVL,PU,P<
912,>N,N<,>N,PIV,ADVL,PU
913,N<,>N,ACC,P<,PIV,ADVL
914,>N,ACC,N<,>N,P<,PIV
915,ACC,N<,>N,N<,>N,P<
916,N<,>N,P<,>N,N<,>N
917,>N,P<,PU,ACC,>N,N<
918,P<,PU,,N<,ACC,>N
919,PU,,,>N,N<,ACC
920,,,,P<,>N,N<
921,SUBJ,STA,>N,,,
922,STA,>N,ACC,>N,,
923,>N,ACC,N<,SUBJ,>N,
924,ACC,N<,P<,STA,SUBJ,>N
925,N<,P<,ACC,>N,STA,SUBJ
926,P<,ACC,>N,ACC,>N,STA
927,ACC,>N,P<,N<,ACC,>N
928,>N,P<,N<,P<,N<,ACC
929,P<,N<,CO,ACC,P<,N<
930,N<,CO,>N,>N,ACC,P<
931,CO,>N,>N,P<,>N,ACC
932,>N,>N,SUBJ,N<,P<,>N
933,>N,SUBJ,CJT,CO,N<,P<
934,SUBJ,CJT,PRT-AUX,>N,CO,N<
935,CJT,PRT-AUX,ADVL,>N,>N,CO
936,PRT-AUX,ADVL,MV,SUBJ,>N,>N
937,ADVL,MV,ACC,CJT,SUBJ,>N
938,MV,ACC,N<,PRT-AUX,CJT,SUBJ
939,ACC,N<,>N,ADVL,PRT-AUX,CJT
940,N<,>N,>N,MV,ADVL,PRT-AUX
941,>N,>N,P<,ACC,MV,ADVL
942,>N,P<,PU,N<,ACC,MV
943,P<,PU,,>N,N<,ACC
944,PU,,,>N,>N,N<
945,,,,P<,>N,>N
946,SUBJ,STA,>N,,,
947,STA,>N,ACC,>N,,
948,>N,ACC,N<,SUBJ,>N,
949,ACC,N<,P<,STA,SUBJ,>N
950,N<,P<,ACC,>N,STA,SUBJ
951,P<,ACC,>N,ACC,>N,STA
952,ACC,>N,P<,N<,ACC,>N
953,>N,P<,N<,P<,N<,ACC
954,P<,N<,CO,ACC,P<,N<
955,N<,CO,>N,>N,ACC,P<
956,CO,>N,>N,P<,>N,ACC
957,>N,>N,SUBJ,N<,P<,>N
958,>N,SUBJ,CJT,CO,N<,P<
959,SUBJ,CJT,PRT-AUX,>N,CO,N<
960,CJT,PRT-AUX,ADVL,>N,>N,CO
961,PRT-AUX,ADVL,MV,SUBJ,>N,>N
962,ADVL,MV,ACC,CJT,SUBJ,>N
963,MV,ACC,N<,PRT-AUX,CJT,SUBJ
964,ACC,N<,>N,ADVL,PRT-AUX,CJT
965,N<,>N,>N,MV,ADVL,PRT-AUX
966,>N,>N,P<,ACC,MV,ADVL
967,>N,P<,PU,N<,ACC,MV
968,P<,PU,,>N,N<,ACC
969,PU,,,>N,>N,N<
970,,,,P<,>N,>N
971,SUBJ,SUBJ,N<,,,
972,SUBJ,N<,PU,STA,,
973,N<,PU,SC,SUBJ,STA,
974,PU,SC,PU,SUBJ,SUBJ,STA
975,SC,PU,PU,N<,SUBJ,SUBJ
976,PU,PU,ADVL,PU,N<,SUBJ
977,PU,ADVL,PU,SC,PU,N<
978,ADVL,PU,SUBJ,PU,SC,PU
979,PU,SUBJ,N<PRED,PU,PU,SC
980,SUBJ,N<PRED,ADVL,ADVL,PU,PU
981,N<PRED,ADVL,>N,PU,ADVL,PU
982,ADVL,>N,P<,SUBJ,PU,ADVL
983,>N,P<,N<,N<PRED,SUBJ,PU
984,P<,N<,N<,ADVL,N<PRED,SUBJ
985,N<,N<,>N,>N,ADVL,N<PRED
986,N<,>N,P<,P<,>N,ADVL
987,>N,P<,PU,N<,P<,>N
988,P<,PU,APP,N<,N<,P<
989,PU,APP,PU,>N,N<,N<
990,APP,PU,>N,P<,>N,N<
991,PU,>N,ACC,PU,P<,>N
992,>N,ACC,CO,APP,PU,P<
993,ACC,CO,CJT,PU,APP,PU
994,CO,CJT,N<,>N,PU,APP
995,CJT,N<,P<,ACC,>N,PU
996,N<,P<,N<,CO,ACC,>N
997,P<,N<,CO,CJT,CO,ACC
998,N<,CO,CJT,N<,CJT,CO
999,CO,CJT,N<,P<,N<,CJT
1000,CJT,N<,P<,N<,P<,N<
1001,N<,P<,N<,CO,N<,P<
1002,P<,N<,PU,CJT,CO,N<
1003,N<,PU,,N<,CJT,CO
1004,PU,,,P<,N<,CJT
1005,,,,N<,P<,N<
1006,SUBJ,SUBJ,N<,,,
1007,SUBJ,N<,PU,STA,,
1008,N<,PU,SC,SUBJ,STA,
1009,PU,SC,PU,SUBJ,SUBJ,STA
1010,SC,PU,PU,N<,SUBJ,SUBJ
1011,PU,PU,ADVL,PU,N<,SUBJ
1012,PU,ADVL,PU,SC,PU,N<
1013,ADVL,PU,SUBJ,PU,SC,PU
1014,PU,SUBJ,N<PRED,PU,PU,SC
1015,SUBJ,N<PRED,ADVL,ADVL,PU,PU
1016,N<PRED,ADVL,>N,PU,ADVL,PU
1017,ADVL,>N,P<,SUBJ,PU,ADVL
1018,>N,P<,N<,N<PRED,SUBJ,PU
1019,P<,N<,N<,ADVL,N<PRED,SUBJ
1020,N<,N<,>N,>N,ADVL,N<PRED
1021,N<,>N,P<,P<,>N,ADVL
1022,>N,P<,PU,N<,P<,>N
1023,P<,PU,APP,N<,N<,P<
1024,PU,APP,PU,>N,N<,N<
1025,APP,PU,>N,P<,>N,N<
1026,PU,>N,ACC,PU,P<,>N
1027,>N,ACC,CO,APP,PU,P<
1028,ACC,CO,CJT,PU,APP,PU
1029,CO,CJT,N<,>N,PU,APP
1030,CJT,N<,P<,ACC,>N,PU
1031,N<,P<,N<,CO,ACC,>N
1032,P<,N<,CO,CJT,CO,ACC
1033,N<,CO,CJT,N<,CJT,CO
1034,CO,CJT,N<,P<,N<,CJT
1035,CJT,N<,P<,N<,P<,N<
1036,N<,P<,N<,CO,N<,P<
1037,P<,N<,PU,CJT,CO,N<
1038,N<,PU,,N<,CJT,CO
1039,PU,,,P<,N<,CJT
1040,,,,N<,P<,N<
1041,ADVL,STA,SUBJ,,,
1042,STA,SUBJ,SUBJ,ADVL,,
1043,SUBJ,SUBJ,SA,ADVL,ADVL,
1044,SUBJ,SA,PU,STA,ADVL,ADVL
1045,SA,PU,,SUBJ,STA,ADVL
1046,PU,,,SUBJ,SUBJ,STA
1047,,,,SA,SUBJ,SUBJ
1048,ADVL,STA,SUBJ,,,
1049,STA,SUBJ,SUBJ,ADVL,,
1050,SUBJ,SUBJ,SA,ADVL,ADVL,
1051,SUBJ,SA,PU,STA,ADVL,ADVL
1052,SA,PU,,SUBJ,STA,ADVL
1053,PU,,,SUBJ,SUBJ,STA
1054,,,,SA,SUBJ,SUBJ
1055,STA,>N,ACC,,,
1056,>N,ACC,SUB,SUBJ,,
1057,ACC,SUB,ADVL,STA,SUBJ,
1058,SUB,ADVL,SUBJ,>N,STA,SUBJ
1059,ADVL,SUBJ,ACC,ACC,>N,STA
1060,SUBJ,ACC,>N,SUB,ACC,>N
1061,ACC,>N,ACC,ADVL,SUB,ACC
1062,>N,ACC,ADVL,SUBJ,ADVL,SUB
1063,ACC,ADVL,>N,ACC,SUBJ,ADVL
1064,ADVL,>N,P<,>N,ACC,SUBJ
1065,>N,P<,PU,ACC,>N,ACC
1066,P<,PU,,ADVL,ACC,>N
1067,PU,,,>N,ADVL,ACC
1068,,,,P<,>N,ADVL
1069,STA,>N,ACC,,,
1070,>N,ACC,SUB,SUBJ,,
1071,ACC,SUB,ADVL,STA,SUBJ,
1072,SUB,ADVL,SUBJ,>N,STA,SUBJ
1073,ADVL,SUBJ,ACC,ACC,>N,STA
1074,SUBJ,ACC,>N,SUB,ACC,>N
1075,ACC,>N,ACC,ADVL,SUB,ACC
1076,>N,ACC,ADVL,SUBJ,ADVL,SUB
1077,ACC,ADVL,>N,ACC,SUBJ,ADVL
1078,ADVL,>N,P<,>N,ACC,SUBJ
1079,>N,P<,PU,ACC,>N,ACC
1080,P<,PU,,ADVL,ACC,>N
1081,PU,,,>N,ADVL,ACC
1082,,,,P<,>N,ADVL
1083,STA,>N,ACC,,,
1084,>N,ACC,SUB,SUBJ,,
1085,ACC,SUB,ADVL,STA,SUBJ,
1086,SUB,ADVL,SUBJ,>N,STA,SUBJ
1087,ADVL,SUBJ,ACC,ACC,>N,STA
1088,SUBJ,ACC,>N,SUB,ACC,>N
1089,ACC,>N,ACC,ADVL,SUB,ACC
1090,>N,ACC,ADVL,SUBJ,ADVL,SUB
1091,ACC,ADVL,>N,ACC,SUBJ,ADVL
1092,ADVL,>N,P<,>N,ACC,SUBJ
1093,>N,P<,PU,ACC,>N,ACC
1094,P<,PU,,ADVL,ACC,>N
1095,PU,,,>N,ADVL,ACC
1096,,,,P<,>N,ADVL
1097,ADVL,ADVL,STA,,,
1098,ADVL,STA,SUB,SUBJ,,
1099,STA,SUB,ADVL,ADVL,SUBJ,
1100,SUB,ADVL,ADVL,ADVL,ADVL,SUBJ
1101,ADVL,ADVL,SA,STA,ADVL,ADVL
1102,ADVL,SA,PU,SUB,STA,ADVL
1103,SA,PU,,ADVL,SUB,STA
1104,PU,,,ADVL,ADVL,SUB
1105,,,,SA,ADVL,ADVL
1106,ADVL,ADVL,STA,,,
1107,ADVL,STA,SUB,SUBJ,,
1108,STA,SUB,ADVL,ADVL,SUBJ,
1109,SUB,ADVL,ADVL,ADVL,ADVL,SUBJ
1110,ADVL,ADVL,SA,STA,ADVL,ADVL
1111,ADVL,SA,PU,SUB,STA,ADVL
1112,SA,PU,,ADVL,SUB,STA
1113,PU,,,ADVL,ADVL,SUB
1114,,,,SA,ADVL,ADVL
1115,PU,CO,ACC,,,
1116,CO,ACC,>N,UTT,,
1117,ACC,>N,SUBJ,PU,UTT,
1118,>N,SUBJ,QUE,CO,PU,UTT
1119,SUBJ,QUE,PIV,ACC,CO,PU
1120,QUE,PIV,>N,>N,ACC,CO
1121,PIV,>N,P<,SUBJ,>N,ACC
1122,>N,P<,N<,QUE,SUBJ,>N
1123,P<,N<,>N,PIV,QUE,SUBJ
1124,N<,>N,P<,>N,PIV,QUE
1125,>N,P<,N<,P<,>N,PIV
1126,P<,N<,PU,N<,P<,>N
1127,N<,PU,,>N,N<,P<
1128,PU,,,P<,>N,N<
1129,,,,N<,P<,>N
1130,>N,SUBJ,STA,,,
1131,SUBJ,STA,ACC,>A,,
1132,STA,ACC,>N,>N,>A,
1133,ACC,>N,>N,SUBJ,>N,>A
1134,>N,>N,ACC,STA,SUBJ,>N
1135,>N,ACC,PU,ACC,STA,SUBJ
1136,ACC,PU,ADVL,>N,ACC,STA
1137,PU,ADVL,>N,>N,>N,ACC
1138,ADVL,>N,SUBJ,ACC,>N,>N
1139,>N,SUBJ,ADVL,PU,ACC,>N
1140,SUBJ,ADVL,>N,ADVL,PU,ACC
1141,ADVL,>N,ACC,>N,ADVL,PU
1142,>N,ACC,PU,SUBJ,>N,ADVL
1143,ACC,PU,,ADVL,SUBJ,>N
1144,PU,,,>N,ADVL,SUBJ
1145,,,,ACC,>N,ADVL
1146,>N,SUBJ,STA,,,
1147,SUBJ,STA,ACC,>A,,
1148,STA,ACC,>N,>N,>A,
1149,ACC,>N,>N,SUBJ,>N,>A
1150,>N,>N,ACC,STA,SUBJ,>N
1151,>N,ACC,PU,ACC,STA,SUBJ
1152,ACC,PU,ADVL,>N,ACC,STA
1153,PU,ADVL,>N,>N,>N,ACC
1154,ADVL,>N,SUBJ,ACC,>N,>N
1155,>N,SUBJ,ADVL,PU,ACC,>N
1156,SUBJ,ADVL,>N,ADVL,PU,ACC
1157,ADVL,>N,ACC,>N,ADVL,PU
1158,>N,ACC,PU,SUBJ,>N,ADVL
1159,ACC,PU,,ADVL,SUBJ,>N
1160,PU,,,>N,ADVL,SUBJ
1161,,,,ACC,>N,ADVL
1162,>N,SUBJ,STA,,,
1163,SUBJ,STA,ACC,>A,,
1164,STA,ACC,>N,>N,>A,
1165,ACC,>N,>N,SUBJ,>N,>A
1166,>N,>N,ACC,STA,SUBJ,>N
1167,>N,ACC,PU,ACC,STA,SUBJ
1168,ACC,PU,ADVL,>N,ACC,STA
1169,PU,ADVL,>N,>N,>N,ACC
1170,ADVL,>N,SUBJ,ACC,>N,>N
1171,>N,SUBJ,ADVL,PU,ACC,>N
1172,SUBJ,ADVL,>N,ADVL,PU,ACC
1173,ADVL,>N,ACC,>N,ADVL,PU
1174,>N,ACC,PU,SUBJ,>N,ADVL
1175,ACC,PU,,ADVL,SUBJ,>N
1176,PU,,,>N,ADVL,SUBJ
1177,,,,ACC,>N,ADVL
1178,SUBJ,STA,ACC,,,
1179,STA,ACC,>N,>N,,
1180,ACC,>N,ACC,SUBJ,>N,
1181,>N,ACC,N<,STA,SUBJ,>N
1182,ACC,N<,>N,ACC,STA,SUBJ
1183,N<,>N,P<,>N,ACC,STA
1184,>N,P<,N<,ACC,>N,ACC
1185,P<,N<,>N,N<,ACC,>N
1186,N<,>N,P<,>N,N<,ACC
1187,>N,P<,CO,P<,>N,N<
1188,P<,CO,CJT,N<,P<,>N
1189,CO,CJT,>N,>N,N<,P<
1190,CJT,>N,>N,P<,>N,N<
1191,>N,>N,ACC,CO,P<,>N
1192,>N,ACC,PU,CJT,CO,P<
1193,ACC,PU,,>N,CJT,CO
1194,PU,,,>N,>N,CJT
1195,,,,ACC,>N,>N
1196,SUBJ,STA,ACC,,,
1197,STA,ACC,>N,>N,,
1198,ACC,>N,ACC,SUBJ,>N,
1199,>N,ACC,N<,STA,SUBJ,>N
1200,ACC,N<,>N,ACC,STA,SUBJ
1201,N<,>N,P<,>N,ACC,STA
1202,>N,P<,N<,ACC,>N,ACC
1203,P<,N<,>N,N<,ACC,>N
1204,N<,>N,P<,>N,N<,ACC
1205,>N,P<,CO,P<,>N,N<
1206,P<,CO,CJT,N<,P<,>N
1207,CO,CJT,>N,>N,N<,P<
1208,CJT,>N,>N,P<,>N,N<
1209,>N,>N,ACC,CO,P<,>N
1210,>N,ACC,PU,CJT,CO,P<
1211,ACC,PU,,>N,CJT,CO
1212,PU,,,>N,>N,CJT
1213,,,,ACC,>N,>N
1214,SUBJ,ADVL,>N,,,
1215,ADVL,>N,ACC,SUB,,
1216,>N,ACC,PU,SUBJ,SUB,
1217,ACC,PU,STA,ADVL,SUBJ,SUB
1218,PU,STA,ACC,>N,ADVL,SUBJ
1219,STA,ACC,N<,ACC,>N,ADVL
1220,ACC,N<,CO,PU,ACC,>N
1221,N<,CO,CJT,STA,PU,ACC
1222,CO,CJT,>N,ACC,STA,PU
1223,CJT,>N,ACC,N<,ACC,STA
1224,>N,ACC,N<,CO,N<,ACC
1225,ACC,N<,PU,CJT,CO,N<
1226,N<,PU,,>N,CJT,CO
1227,PU,,,ACC,>N,CJT
1228,,,,N<,ACC,>N
1229,SUBJ,ADVL,>N,,,
1230,ADVL,>N,ACC,SUB,,
1231,>N,ACC,PU,SUBJ,SUB,
1232,ACC,PU,STA,ADVL,SUBJ,SUB
1233,PU,STA,ACC,>N,ADVL,SUBJ
1234,STA,ACC,N<,ACC,>N,ADVL
1235,ACC,N<,CO,PU,ACC,>N
1236,N<,CO,CJT,STA,PU,ACC
1237,CO,CJT,>N,ACC,STA,PU
1238,CJT,>N,ACC,N<,ACC,STA
1239,>N,ACC,N<,CO,N<,ACC
1240,ACC,N<,PU,CJT,CO,N<
1241,N<,PU,,>N,CJT,CO
1242,PU,,,ACC,>N,CJT
1243,,,,N<,ACC,>N
1244,SUBJ,ADVL,>N,,,
1245,ADVL,>N,ACC,SUB,,
1246,>N,ACC,PU,SUBJ,SUB,
1247,ACC,PU,STA,ADVL,SUBJ,SUB
1248,PU,STA,ACC,>N,ADVL,SUBJ
1249,STA,ACC,N<,ACC,>N,ADVL
