,GPOS_CTX_P+0,GPOS_CTX_P+1,GPOS_CTX_P-1
920,V-GER,,PU
921,V-FIN,ART,
922,V-FIN,ART,N
923,V-FIN,ART,N
924,V-FIN,ART,N
925,V-FIN,ART,N
926,V-FIN,ART,N
927,V-FIN,ART,N
928,V-FIN,ART,N
929,V-FIN,ART,N
930,V-FIN,ART,N
931,V-FIN,ART,N
932,V-FIN,ART,N
933,V-FIN,ART,N
934,V-FIN,ART,N
935,V-FIN,ART,N
936,V-FIN,ART,N
937,V-FIN,ART,N
938,V-FIN,ART,N
939,V-FIN,ART,N
940,V-FIN,ART,N
941,V-FIN,ART,N
942,V-FIN,ART,N
943,V-FIN,ART,N
944,V-FIN,ART,N
945,V-FIN,,N
946,V-INF,N,
947,V-INF,N,ADV
948,V-INF,N,ADV
949,V-INF,N,ADV
950,V-INF,N,ADV
951,V-INF,N,ADV
952,V-INF,N,ADV
953,V-INF,N,ADV
954,V-INF,N,ADV
955,V-INF,N,ADV
956,V-INF,N,ADV
957,V-INF,N,ADV
958,V-INF,N,ADV
959,V-INF,N,ADV
960,V-INF,N,ADV
961,V-INF,N,ADV
962,V-INF,N,ADV
963,V-INF,N,ADV
964,V-INF,N,ADV
965,V-INF,N,ADV
966,V-INF,N,ADV
967,V-INF,N,ADV
968,V-INF,N,ADV
969,V-INF,N,ADV
970,V-INF,,ADV
971,V-FIN,PRON-DET,
972,V-FIN,PRON-DET,PU
973,V-FIN,PRON-DET,PU
974,V-FIN,PRON-DET,PU
975,V-FIN,PRON-DET,PU
976,V-FIN,PRON-DET,PU
977,V-FIN,PRON-DET,PU
978,V-FIN,PRON-DET,PU
979,V-FIN,PRON-DET,PU
980,V-FIN,PRON-DET,PU
981,V-FIN,PRON-DET,PU
982,V-FIN,PRON-DET,PU
983,V-FIN,PRON-DET,PU
984,V-FIN,PRON-DET,PU
985,V-FIN,PRON-DET,PU
986,V-FIN,PRON-DET,PU
987,V-FIN,PRON-DET,PU
988,V-FIN,PRON-DET,PU
989,V-FIN,PRON-DET,PU
990,V-FIN,PRON-DET,PU
991,V-FIN,PRON-DET,PU
992,V-FIN,PRON-DET,PU
993,V-FIN,PRON-DET,PU
994,V-FIN,PRON-DET,PU
995,V-FIN,PRON-DET,PU
996,V-FIN,PRON-DET,PU
997,V-FIN,PRON-DET,PU
998,V-FIN,PRON-DET,PU
999,V-FIN,PRON-DET,PU
1000,V-FIN,PRON-DET,PU
1001,V-FIN,PRON-DET,PU
1002,V-FIN,PRON-DET,PU
1003,V-FIN,PRON-DET,PU
1004,V-FIN,PRON-DET,PU
1005,V-FIN,,PU
1006,V-FIN,PRP,
1007,V-FIN,PRP,PRON-INDP
1008,V-FIN,PRP,PRON-INDP
1009,V-FIN,PRP,PRON-INDP
1010,V-FIN,PRP,PRON-INDP
1011,V-FIN,PRP,PRON-INDP
1012,V-FIN,PRP,PRON-INDP
1013,V-FIN,PRP,PRON-INDP
1014,V-FIN,PRP,PRON-INDP
1015,V-FIN,PRP,PRON-INDP
1016,V-FIN,PRP,PRON-INDP
1017,V-FIN,PRP,PRON-INDP
1018,V-FIN,PRP,PRON-INDP
1019,V-FIN,PRP,PRON-INDP
1020,V-FIN,PRP,PRON-INDP
1021,V-FIN,PRP,PRON-INDP
1022,V-FIN,PRP,PRON-INDP
1023,V-FIN,PRP,PRON-INDP
1024,V-FIN,PRP,PRON-INDP
1025,V-FIN,PRP,PRON-INDP
1026,V-FIN,PRP,PRON-INDP
1027,V-FIN,PRP,PRON-INDP
1028,V-FIN,PRP,PRON-INDP
1029,V-FIN,PRP,PRON-INDP
1030,V-FIN,PRP,PRON-INDP
1031,V-FIN,PRP,PRON-INDP
1032,V-FIN,PRP,PRON-INDP
1033,V-FIN,PRP,PRON-INDP
1034,V-FIN,PRP,PRON-INDP
1035,V-FIN,PRP,PRON-INDP
1036,V-FIN,PRP,PRON-INDP
1037,V-FIN,PRP,PRON-INDP
1038,V-FIN,PRP,PRON-INDP
1039,V-FIN,PRP,PRON-INDP
1040,V-FIN,,PRON-INDP
1041,V-FIN,PRON-INDP,
1042,V-FIN,PRON-INDP,ADV
1043,V-FIN,PRON-INDP,ADV
1044,V-FIN,PRON-INDP,ADV
1045,V-FIN,PRON-INDP,ADV
1046,V-FIN,PRON-INDP,ADV
1047,V-FIN,,ADV
1048,V-FIN,ADV,
1049,V-FIN,ADV,PRON-INDP
1050,V-FIN,ADV,PRON-INDP
1051,V-FIN,ADV,PRON-INDP
1052,V-FIN,ADV,PRON-INDP
1053,V-FIN,ADV,PRON-INDP
1054,V-FIN,,PRON-INDP
1055,V-FIN,PRON-DET,
1056,V-FIN,PRON-DET,PRON-INDP
1057,V-FIN,PRON-DET,PRON-INDP
1058,V-FIN,PRON-DET,PRON-INDP
1059,V-FIN,PRON-DET,PRON-INDP
1060,V-FIN,PRON-DET,PRON-INDP
1061,V-FIN,PRON-DET,PRON-INDP
1062,V-FIN,PRON-DET,PRON-INDP
1063,V-FIN,PRON-DET,PRON-INDP
1064,V-FIN,PRON-DET,PRON-INDP
1065,V-FIN,PRON-DET,PRON-INDP
1066,V-FIN,PRON-DET,PRON-INDP
1067,V-FIN,PRON-DET,PRON-INDP
1068,V-FIN,,PRON-INDP
1069,V-FIN,PRON-INDP,
1070,V-FIN,PRON-INDP,CONJ-S
1071,V-FIN,PRON-INDP,CONJ-S
1072,V-FIN,PRON-INDP,CONJ-S
1073,V-FIN,PRON-INDP,CONJ-S
1074,V-FIN,PRON-INDP,CONJ-S
1075,V-FIN,PRON-INDP,CONJ-S
1076,V-FIN,PRON-INDP,CONJ-S
1077,V-FIN,PRON-INDP,CONJ-S
1078,V-FIN,PRON-INDP,CONJ-S
1079,V-FIN,PRON-INDP,CONJ-S
1080,V-FIN,PRON-INDP,CONJ-S
1081,V-FIN,PRON-INDP,CONJ-S
1082,V-FIN,,CONJ-S
1083,V-FIN,ART,
1084,V-FIN,ART,PRON-INDP
1085,V-FIN,ART,PRON-INDP
1086,V-FIN,ART,PRON-INDP
1087,V-FIN,ART,PRON-INDP
1088,V-FIN,ART,PRON-INDP
1089,V-FIN,ART,PRON-INDP
1090,V-FIN,ART,PRON-INDP
1091,V-FIN,ART,PRON-INDP
1092,V-FIN,ART,PRON-INDP
1093,V-FIN,ART,PRON-INDP
1094,V-FIN,ART,PRON-INDP
1095,V-FIN,ART,PRON-INDP
1096,V-FIN,,PRON-INDP
1097,V-FIN,CONJ-S,
1098,V-FIN,CONJ-S,ADV
1099,V-FIN,CONJ-S,ADV
1100,V-FIN,CONJ-S,ADV
1101,V-FIN,CONJ-S,ADV
1102,V-FIN,CONJ-S,ADV
1103,V-FIN,CONJ-S,ADV
1104,V-FIN,CONJ-S,ADV
1105,V-FIN,,ADV
1106,V-FIN,ADV,
1107,V-FIN,ADV,ADV
1108,V-FIN,ADV,ADV
1109,V-FIN,ADV,ADV
1110,V-FIN,ADV,ADV
1111,V-FIN,ADV,ADV
1112,V-FIN,ADV,ADV
1113,V-FIN,ADV,ADV
1114,V-FIN,,ADV
1115,V-FIN,PRP,
1116,V-FIN,PRP,N
1117,V-FIN,PRP,N
1118,V-FIN,PRP,N
1119,V-FIN,PRP,N
1120,V-FIN,PRP,N
1121,V-FIN,PRP,N
1122,V-FIN,PRP,N
1123,V-FIN,PRP,N
1124,V-FIN,PRP,N
1125,V-FIN,PRP,N
1126,V-FIN,PRP,N
1127,V-FIN,PRP,N
1128,V-FIN,PRP,N
1129,V-FIN,,N
1130,V-FIN,V-INF,
1131,V-FIN,V-INF,N
1132,V-FIN,V-INF,N
1133,V-FIN,V-INF,N
1134,V-FIN,V-INF,N
1135,V-FIN,V-INF,N
1136,V-FIN,V-INF,N
1137,V-FIN,V-INF,N
1138,V-FIN,V-INF,N
1139,V-FIN,V-INF,N
1140,V-FIN,V-INF,N
1141,V-FIN,V-INF,N
1142,V-FIN,V-INF,N
1143,V-FIN,V-INF,N
1144,V-FIN,V-INF,N
1145,V-FIN,,N
1146,V-INF,PRON-DET,
1147,V-INF,PRON-DET,V-FIN
1148,V-INF,PRON-DET,V-FIN
1149,V-INF,PRON-DET,V-FIN
1150,V-INF,PRON-DET,V-FIN
1151,V-INF,PRON-DET,V-FIN
1152,V-INF,PRON-DET,V-FIN
1153,V-INF,PRON-DET,V-FIN
1154,V-INF,PRON-DET,V-FIN
1155,V-INF,PRON-DET,V-FIN
1156,V-INF,PRON-DET,V-FIN
1157,V-INF,PRON-DET,V-FIN
1158,V-INF,PRON-DET,V-FIN
1159,V-INF,PRON-DET,V-FIN
1160,V-INF,PRON-DET,V-FIN
1161,V-INF,,V-FIN
1162,V-FIN,ADV,
1163,V-FIN,ADV,N
1164,V-FIN,ADV,N
1165,V-FIN,ADV,N
1166,V-FIN,ADV,N
1167,V-FIN,ADV,N
1168,V-FIN,ADV,N
1169,V-FIN,ADV,N
1170,V-FIN,ADV,N
1171,V-FIN,ADV,N
1172,V-FIN,ADV,N
1173,V-FIN,ADV,N
1174,V-FIN,ADV,N
1175,V-FIN,ADV,N
1176,V-FIN,ADV,N
1177,V-FIN,,N
1178,V-INF,ART,
1179,V-INF,ART,V-FIN
1180,V-INF,ART,V-FIN
1181,V-INF,ART,V-FIN
1182,V-INF,ART,V-FIN
1183,V-INF,ART,V-FIN
1184,V-INF,ART,V-FIN
1185,V-INF,ART,V-FIN
1186,V-INF,ART,V-FIN
1187,V-INF,ART,V-FIN
1188,V-INF,ART,V-FIN
1189,V-INF,ART,V-FIN
1190,V-INF,ART,V-FIN
1191,V-INF,ART,V-FIN
1192,V-INF,ART,V-FIN
1193,V-INF,ART,V-FIN
1194,V-INF,ART,V-FIN
1195,V-INF,,V-FIN
1196,V-INF,PRON-DET,
1197,V-INF,PRON-DET,CONJ-C
1198,V-INF,PRON-DET,CONJ-C
1199,V-INF,PRON-DET,CONJ-C
1200,V-INF,PRON-DET,CONJ-C
1201,V-INF,PRON-DET,CONJ-C
1202,V-INF,PRON-DET,CONJ-C
1203,V-INF,PRON-DET,CONJ-C
1204,V-INF,PRON-DET,CONJ-C
1205,V-INF,PRON-DET,CONJ-C
1206,V-INF,PRON-DET,CONJ-C
1207,V-INF,PRON-DET,CONJ-C
1208,V-INF,PRON-DET,CONJ-C
1209,V-INF,PRON-DET,CONJ-C
1210,V-INF,PRON-DET,CONJ-C
1211,V-INF,PRON-DET,CONJ-C
1212,V-INF,PRON-DET,CONJ-C
1213,V-INF,,CONJ-C
1214,V-FIN,ART,
1215,V-FIN,ART,PRON-PERS
1216,V-FIN,ART,PRON-PERS
1217,V-FIN,ART,PRON-PERS
1218,V-FIN,ART,PRON-PERS
1219,V-FIN,ART,PRON-PERS
1220,V-FIN,ART,PRON-PERS
1221,V-FIN,ART,PRON-PERS
1222,V-FIN,ART,PRON-PERS
1223,V-FIN,ART,PRON-PERS
1224,V-FIN,ART,PRON-PERS
1225,V-FIN,ART,PRON-PERS
1226,V-FIN,ART,PRON-PERS
1227,V-FIN,ART,PRON-PERS
1228,V-FIN,,PRON-PERS
1229,V-FIN,N,
1230,V-FIN,N,PU
1231,V-FIN,N,PU
1232,V-FIN,N,PU
1233,V-FIN,N,PU
1234,V-FIN,N,PU
1235,V-FIN,N,PU
1236,V-FIN,N,PU
1237,V-FIN,N,PU
1238,V-FIN,N,PU
1239,V-FIN,N,PU
1240,V-FIN,N,PU
1241,V-FIN,N,PU
1242,V-FIN,N,PU
1243,V-FIN,,PU
1244,V-FIN,PRON-DET,
1245,V-FIN,PRON-DET,CONJ-C
1246,V-FIN,PRON-DET,CONJ-C
1247,V-FIN,PRON-DET,CONJ-C
1248,V-FIN,PRON-DET,CONJ-C
1249,V-FIN,PRON-DET,CONJ-C
1250,V-FIN,PRON-DET,CONJ-C
1251,V-FIN,PRON-DET,CONJ-C
1252,V-FIN,PRON-DET,CONJ-C
1253,V-FIN,PRON-DET,CONJ-C
1254,V-FIN,PRON-DET,CONJ-C
1255,V-FIN,PRON-DET,CONJ-C
1256,V-FIN,PRON-DET,CONJ-C
1257,V-FIN,PRON-DET,CONJ-C
1258,V-FIN,,CONJ-C
1259,V-INF,PRP,
1260,V-INF,PRP,V-FIN
1261,V-INF,PRP,V-FIN
1262,V-INF,PRP,V-FIN
1263,V-INF,PRP,V-FIN
1264,V-INF,PRP,V-FIN
1265,V-INF,PRP,V-FIN
1266,V-INF,PRP,V-FIN
1267,V-INF,PRP,V-FIN
1268,V-INF,PRP,V-FIN
1269,V-INF,PRP,V-FIN
1270,V-INF,PRP,V-FIN
1271,V-INF,PRP,V-FIN
1272,V-INF,PRP,V-FIN
1273,V-INF,PRP,V-FIN
1274,V-INF,PRP,V-FIN
1275,V-INF,PRP,V-FIN
1276,V-INF,PRP,V-FIN
1277,V-INF,,V-FIN
1278,V-FIN,N,
1279,V-FIN,N,PRON-INDP
1280,V-FIN,N,PRON-INDP
1281,V-FIN,N,PRON-INDP
1282,V-FIN,N,PRON-INDP
1283,V-FIN,N,PRON-INDP
1284,V-FIN,N,PRON-INDP
1285,V-FIN,N,PRON-INDP
1286,V-FIN,N,PRON-INDP
1287,V-FIN,N,PRON-INDP
1288,V-FIN,N,PRON-INDP
1289,V-FIN,N,PRON-INDP
1290,V-FIN,N,PRON-INDP
1291,V-FIN,N,PRON-INDP
1292,V-FIN,N,PRON-INDP
1293,V-FIN,N,PRON-INDP
1294,V-FIN,N,PRON-INDP
1295,V-FIN,N,PRON-INDP
1296,V-FIN,N,PRON-INDP
1297,V-FIN,N,PRON-INDP
1298,V-FIN,N,PRON-INDP
1299,V-FIN,N,PRON-INDP
1300,V-FIN,N,PRON-INDP
1301,V-FIN,,PRON-INDP
1302,V-PCP,ADV,
1303,V-PCP,ADV,V-PCP
1304,V-PCP,ADV,V-PCP
1305,V-PCP,ADV,V-PCP
1306,V-PCP,ADV,V-PCP
1307,V-PCP,ADV,V-PCP
1308,V-PCP,ADV,V-PCP
1309,V-PCP,ADV,V-PCP
1310,V-PCP,ADV,V-PCP
1311,V-PCP,ADV,V-PCP
1312,V-PCP,ADV,V-PCP
1313,V-PCP,ADV,V-PCP
1314,V-PCP,ADV,V-PCP
1315,V-PCP,ADV,V-PCP
1316,V-PCP,ADV,V-PCP
1317,V-PCP,ADV,V-PCP
1318,V-PCP,ADV,V-PCP
1319,V-PCP,ADV,V-PCP
1320,V-PCP,ADV,V-PCP
1321,V-PCP,ADV,V-PCP
1322,V-PCP,ADV,V-PCP
1323,V-PCP,ADV,V-PCP
1324,V-PCP,ADV,V-PCP
1325,V-PCP,,V-PCP
1326,V-FIN,CONJ-S,
1327,V-FIN,CONJ-S,PU
1328,V-FIN,CONJ-S,PU
1329,V-FIN,CONJ-S,PU
1330,V-FIN,CONJ-S,PU
1331,V-FIN,CONJ-S,PU
1332,V-FIN,CONJ-S,PU
1333,V-FIN,CONJ-S,PU
1334,V-FIN,CONJ-S,PU
1335,V-FIN,CONJ-S,PU
1336,V-FIN,CONJ-S,PU
1337,V-FIN,CONJ-S,PU
1338,V-FIN,CONJ-S,PU
1339,V-FIN,CONJ-S,PU
1340,V-FIN,CONJ-S,PU
1341,V-FIN,CONJ-S,PU
1342,V-FIN,CONJ-S,PU
1343,V-FIN,CONJ-S,PU
1344,V-FIN,CONJ-S,PU
1345,V-FIN,CONJ-S,PU
1346,V-FIN,CONJ-S,PU
1347,V-FIN,CONJ-S,PU
1348,V-FIN,,PU
1349,V-FIN,V-INF,
1350,V-FIN,V-INF,CONJ-S
1351,V-FIN,V-INF,CONJ-S
1352,V-FIN,V-INF,CONJ-S
1353,V-FIN,V-INF,CONJ-S
1354,V-FIN,V-INF,CONJ-S
1355,V-FIN,V-INF,CONJ-S
1356,V-FIN,V-INF,CONJ-S
1357,V-FIN,V-INF,CONJ-S
1358,V-FIN,V-INF,CONJ-S
1359,V-FIN,V-INF,CONJ-S
1360,V-FIN,V-INF,CONJ-S
1361,V-FIN,V-INF,CONJ-S
1362,V-FIN,V-INF,CONJ-S
1363,V-FIN,V-INF,CONJ-S
1364,V-FIN,V-INF,CONJ-S
1365,V-FIN,V-INF,CONJ-S
1366,V-FIN,V-INF,CONJ-S
1367,V-FIN,V-INF,CONJ-S
1368,V-FIN,V-INF,CONJ-S
1369,V-FIN,V-INF,CONJ-S
1370,V-FIN,V-INF,CONJ-S
1371,V-FIN,,CONJ-S
1372,V-INF,N,
1373,V-INF,N,V-FIN
1374,V-INF,N,V-FIN
1375,V-INF,N,V-FIN
1376,V-INF,N,V-FIN
1377,V-INF,N,V-FIN
1378,V-INF,N,V-FIN
1379,V-INF,N,V-FIN
1380,V-INF,N,V-FIN
1381,V-INF,N,V-FIN
1382,V-INF,N,V-FIN
1383,V-INF,N,V-FIN
1384,V-INF,N,V-FIN
1385,V-INF,N,V-FIN
1386,V-INF,N,V-FIN
1387,V-INF,N,V-FIN
1388,V-INF,N,V-FIN
1389,V-INF,N,V-FIN
1390,V-INF,N,V-FIN
1391,V-INF,N,V-FIN
1392,V-INF,N,V-FIN
1393,V-INF,N,V-FIN
1394,V-INF,,V-FIN
1395,V-FIN,ADV,
1396,V-FIN,ADV,PROP
1397,V-FIN,ADV,PROP
1398,V-FIN,ADV,PROP
1399,V-FIN,ADV,PROP
1400,V-FIN,ADV,PROP
1401,V-FIN,ADV,PROP
1402,V-FIN,ADV,PROP
1403,V-FIN,ADV,PROP
1404,V-FIN,ADV,PROP
1405,V-FIN,ADV,PROP
1406,V-FIN,ADV,PROP
1407,V-FIN,ADV,PROP
1408,V-FIN,ADV,PROP
1409,V-FIN,ADV,PROP
1410,V-FIN,ADV,PROP
1411,V-FIN,ADV,PROP
1412,V-FIN,ADV,PROP
1413,V-FIN,ADV,PROP
1414,V-FIN,ADV,PROP
1415,V-FIN,ADV,PROP
1416,V-FIN,ADV,PROP
1417,V-FIN,ADV,PROP
1418,V-FIN,ADV,PROP
1419,V-FIN,ADV,PROP
1420,V-FIN,ADV,PROP
1421,V-FIN,ADV,PROP
1422,V-FIN,,PROP
1423,V-GER,PU,
1424,V-GER,PU,V-FIN
1425,V-GER,PU,V-FIN
1426,V-GER,PU,V-FIN
1427,V-GER,PU,V-FIN
1428,V-GER,PU,V-FIN
1429,V-GER,PU,V-FIN
1430,V-GER,PU,V-FIN
1431,V-GER,PU,V-FIN
1432,V-GER,PU,V-FIN
1433,V-GER,PU,V-FIN
1434,V-GER,PU,V-FIN
1435,V-GER,PU,V-FIN
1436,V-GER,PU,V-FIN
1437,V-GER,PU,V-FIN
1438,V-GER,PU,V-FIN
1439,V-GER,PU,V-FIN
1440,V-GER,PU,V-FIN
1441,V-GER,PU,V-FIN
1442,V-GER,PU,V-FIN
1443,V-GER,PU,V-FIN
1444,V-GER,PU,V-FIN
1445,V-GER,PU,V-FIN
1446,V-GER,PU,V-FIN
1447,V-GER,PU,V-FIN
1448,V-GER,PU,V-FIN
1449,V-GER,PU,V-FIN
1450,V-GER,,V-FIN
1451,V-PCP,PRP,
1452,V-PCP,PRP,V-INF
1453,V-PCP,PRP,V-INF
1454,V-PCP,PRP,V-INF
1455,V-PCP,PRP,V-INF
1456,V-PCP,PRP,V-INF
1457,V-PCP,PRP,V-INF
1458,V-PCP,PRP,V-INF
1459,V-PCP,PRP,V-INF
1460,V-PCP,PRP,V-INF
1461,V-PCP,PRP,V-INF
1462,V-PCP,PRP,V-INF
1463,V-PCP,PRP,V-INF
1464,V-PCP,PRP,V-INF
1465,V-PCP,PRP,V-INF
1466,V-PCP,PRP,V-INF
1467,V-PCP,PRP,V-INF
1468,V-PCP,PRP,V-INF
1469,V-PCP,PRP,V-INF
1470,V-PCP,PRP,V-INF
1471,V-PCP,PRP,V-INF
1472,V-PCP,PRP,V-INF
1473,V-PCP,PRP,V-INF
1474,V-PCP,PRP,V-INF
1475,V-PCP,PRP,V-INF
1476,V-PCP,PRP,V-INF
1477,V-PCP,PRP,V-INF
1478,V-PCP,,V-INF
1479,V-INF,PRP,
1480,V-INF,PRP,V-FIN
1481,V-INF,PRP,V-FIN
1482,V-INF,PRP,V-FIN
1483,V-INF,PRP,V-FIN
1484,V-INF,PRP,V-FIN
1485,V-INF,PRP,V-FIN
1486,V-INF,PRP,V-FIN
1487,V-INF,PRP,V-FIN
1488,V-INF,PRP,V-FIN
1489,V-INF,PRP,V-FIN
1490,V-INF,PRP,V-FIN
1491,V-INF,PRP,V-FIN
1492,V-INF,PRP,V-FIN
1493,V-INF,PRP,V-FIN
1494,V-INF,PRP,V-FIN
1495,V-INF,PRP,V-FIN
1496,V-INF,PRP,V-FIN
1497,V-INF,PRP,V-FIN
1498,V-INF,PRP,V-FIN
1499,V-INF,PRP,V-FIN
1500,V-INF,PRP,V-FIN
1501,V-INF,PRP,V-FIN
1502,V-INF,,V-FIN
1503,V-FIN,PROP,
1504,V-FIN,PROP,PU
1505,V-FIN,PROP,PU
1506,V-FIN,PROP,PU
1507,V-FIN,PROP,PU
1508,V-FIN,PROP,PU
1509,V-FIN,PROP,PU
1510,V-FIN,PROP,PU
1511,V-FIN,PROP,PU
1512,V-FIN,PROP,PU
1513,V-FIN,PROP,PU
1514,V-FIN,PROP,PU
1515,V-FIN,PROP,PU
1516,V-FIN,PROP,PU
1517,V-FIN,PROP,PU
1518,V-FIN,PROP,PU
1519,V-FIN,PROP,PU
1520,V-FIN,PROP,PU
1521,V-FIN,PROP,PU
1522,V-FIN,PROP,PU
1523,V-FIN,PROP,PU
1524,V-FIN,PROP,PU
1525,V-FIN,PROP,PU
1526,V-FIN,,PU
1527,V-FIN,CONJ-S,
1528,V-FIN,CONJ-S,PU
1529,V-FIN,CONJ-S,PU
1530,V-FIN,CONJ-S,PU
1531,V-FIN,CONJ-S,PU
1532,V-FIN,CONJ-S,PU
1533,V-FIN,CONJ-S,PU
1534,V-FIN,CONJ-S,PU
1535,V-FIN,CONJ-S,PU
1536,V-FIN,CONJ-S,PU
1537,V-FIN,CONJ-S,PU
1538,V-FIN,CONJ-S,PU
1539,V-FIN,CONJ-S,PU
1540,V-FIN,CONJ-S,PU
1541,V-FIN,CONJ-S,PU
1542,V-FIN,CONJ-S,PU
1543,V-FIN,CONJ-S,PU
1544,V-FIN,CONJ-S,PU
1545,V-FIN,CONJ-S,PU
1546,V-FIN,CONJ-S,PU
1547,V-FIN,CONJ-S,PU
1548,V-FIN,CONJ-S,PU
1549,V-FIN,CONJ-S,PU
1550,V-FIN,CONJ-S,PU
1551,V-FIN,,PU
1552,PRON-PERS,V-FIN,
1553,PRON-PERS,V-FIN,PU
1554,PRON-PERS,V-FIN,PU
1555,PRON-PERS,V-FIN,PU
1556,PRON-PERS,V-FIN,PU
1557,PRON-PERS,V-FIN,PU
1558,PRON-PERS,V-FIN,PU
1559,PRON-PERS,V-FIN,PU
1560,PRON-PERS,V-FIN,PU
1561,PRON-PERS,V-FIN,PU
1562,PRON-PERS,V-FIN,PU
1563,PRON-PERS,V-FIN,PU
1564,PRON-PERS,V-FIN,PU
1565,PRON-PERS,V-FIN,PU
1566,PRON-PERS,V-FIN,PU
1567,PRON-PERS,V-FIN,PU
1568,PRON-PERS,V-FIN,PU
1569,PRON-PERS,V-FIN,PU
1570,PRON-PERS,V-FIN,PU
1571,PRON-PERS,V-FIN,PU
1572,PRON-PERS,V-FIN,PU
1573,PRON-PERS,V-FIN,PU
1574,PRON-PERS,V-FIN,PU
1575,PRON-PERS,V-FIN,PU
1576,PRON-PERS,,PU
1577,V-FIN,ADV,
1578,V-FIN,ADV,CONJ-C
1579,V-FIN,ADV,CONJ-C
1580,V-FIN,ADV,CONJ-C
1581,V-FIN,ADV,CONJ-C
1582,V-FIN,ADV,CONJ-C
1583,V-FIN,ADV,CONJ-C
1584,V-FIN,ADV,CONJ-C
1585,V-FIN,ADV,CONJ-C
1586,V-FIN,ADV,CONJ-C
1587,V-FIN,ADV,CONJ-C
1588,V-FIN,ADV,CONJ-C
1589,V-FIN,ADV,CONJ-C
1590,V-FIN,ADV,CONJ-C
1591,V-FIN,ADV,CONJ-C
1592,V-FIN,ADV,CONJ-C
1593,V-FIN,ADV,CONJ-C
1594,V-FIN,ADV,CONJ-C
1595,V-FIN,ADV,CONJ-C
1596,V-FIN,ADV,CONJ-C
1597,V-FIN,ADV,CONJ-C
1598,V-FIN,ADV,CONJ-C
1599,V-FIN,ADV,CONJ-C
1600,V-FIN,ADV,CONJ-C
1601,V-FIN,,CONJ-C
1602,V-FIN,N,
1603,V-FIN,N,N
1604,V-FIN,N,N
1605,V-FIN,N,N
1606,V-FIN,N,N
1607,V-FIN,N,N
1608,V-FIN,N,N
1609,V-FIN,N,N
1610,V-FIN,,N
1611,V-PCP,PRP,
1612,V-PCP,PRP,V-FIN
1613,V-PCP,PRP,V-FIN
1614,V-PCP,PRP,V-FIN
1615,V-PCP,PRP,V-FIN
1616,V-PCP,PRP,V-FIN
1617,V-PCP,PRP,V-FIN
1618,V-PCP,PRP,V-FIN
1619,V-PCP,PRP,V-FIN
1620,V-PCP,PRP,V-FIN
1621,V-PCP,PRP,V-FIN
1622,V-PCP,PRP,V-FIN
1623,V-PCP,PRP,V-FIN
1624,V-PCP,PRP,V-FIN
1625,V-PCP,PRP,V-FIN
1626,V-PCP,PRP,V-FIN
1627,V-PCP,PRP,V-FIN
1628,V-PCP,PRP,V-FIN
1629,V-PCP,PRP,V-FIN
1630,V-PCP,PRP,V-FIN
1631,V-PCP,PRP,V-FIN
1632,V-PCP,PRP,V-FIN
1633,V-PCP,PRP,V-FIN
1634,V-PCP,PRP,V-FIN
1635,V-PCP,PRP,V-FIN
1636,V-PCP,PRP,V-FIN
1637,V-PCP,PRP,V-FIN
1638,V-PCP,PRP,V-FIN
1639,V-PCP,PRP,V-FIN
1640,V-PCP,PRP,V-FIN
1641,V-PCP,PRP,V-FIN
1642,V-PCP,PRP,V-FIN
1643,V-PCP,PRP,V-FIN
1644,V-PCP,PRP,V-FIN
1645,V-PCP,PRP,V-FIN
1646,V-PCP,PRP,V-FIN
1647,V-PCP,PRP,V-FIN
1648,V-PCP,PRP,V-FIN
1649,V-PCP,PRP,V-FIN
1650,V-PCP,,V-FIN
1651,V-FIN,N,
1652,V-FIN,N,ADV
1653,V-FIN,N,ADV
1654,V-FIN,N,ADV
1655,V-FIN,N,ADV
1656,V-FIN,N,ADV
1657,V-FIN,N,ADV
1658,V-FIN,N,ADV
1659,V-FIN,N,ADV
1660,V-FIN,N,ADV
1661,V-FIN,N,ADV
1662,V-FIN,N,ADV
1663,V-FIN,N,ADV
1664,V-FIN,N,ADV
1665,V-FIN,N,ADV
1666,V-FIN,N,ADV
1667,V-FIN,N,ADV
1668,V-FIN,N,ADV
1669,V-FIN,N,ADV
1670,V-FIN,N,ADV
1671,V-FIN,N,ADV
1672,V-FIN,N,ADV
1673,V-FIN,N,ADV
1674,V-FIN,N,ADV
1675,V-FIN,N,ADV
1676,V-FIN,N,ADV
1677,V-FIN,N,ADV
1678,V-FIN,N,ADV
1679,V-FIN,N,ADV
1680,V-FIN,N,ADV
1681,V-FIN,N,ADV
1682,V-FIN,N,ADV
1683,V-FIN,N,ADV
1684,V-FIN,N,ADV
1685,V-FIN,N,ADV
1686,V-FIN,N,ADV
1687,V-FIN,N,ADV
1688,V-FIN,N,ADV
1689,V-FIN,N,ADV
1690,V-FIN,,ADV
1691,V-FIN,ART,
1692,V-FIN,ART,ADV
1693,V-FIN,ART,ADV
1694,V-FIN,ART,ADV
1695,V-FIN,ART,ADV
1696,V-FIN,ART,ADV
1697,V-FIN,ART,ADV
1698,V-FIN,ART,ADV
1699,V-FIN,ART,ADV
1700,V-FIN,ART,ADV
1701,V-FIN,ART,ADV
1702,V-FIN,ART,ADV
1703,V-FIN,ART,ADV
1704,V-FIN,ART,ADV
1705,V-FIN,ART,ADV
